cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch,umap_1,umap_2,scraw_reconstruction_weight
149,149,1,beta,beta,human1,8.035304,-1.2450795,0.7658123970031738
150,150,1,beta,beta,human1,8.755695,-0.42841142,1.3153778314590454
151,151,1,beta,beta,human1,11.052395,-2.831938,0.7482761740684509
152,152,1,beta,beta,human1,9.242504,-2.5979466,0.6091739535331726
153,153,2,delta,delta,human1,6.2696505,3.7458405,0.6922093629837036
154,154,1,beta,beta,human1,8.707494,-1.4020061,0.6115050315856934
155,155,3,activated_stellate,activated_stellate,human1,-9.040688,-0.6591497,1.56457257270813
156,156,1,beta,beta,human1,9.070581,-2.6418748,0.5456439256668091
157,157,1,beta,beta,human1,9.332628,-2.0253923,0.7986131906509399
158,158,5,alpha,alpha,human1,10.085187,10.164293,0.5792019367218018
159,159,1,beta,beta,human1,11.028766,-2.8464792,0.7938809394836426
160,160,5,alpha,alpha,human1,10.809715,8.119916,0.7138888239860535
161,161,1,beta,beta,human1,9.422848,-2.7290554,0.519942045211792
162,162,2,gamma,delta,human1,8.207011,6.1314716,1.048538327217102
163,163,1,beta,beta,human1,8.819049,-1.5296116,0.5685548782348633
164,164,1,beta,beta,human1,7.927333,-0.27285287,0.5884495377540588
165,165,1,beta,beta,human1,8.04934,0.34359473,0.8854427337646484
166,166,1,beta,beta,human1,8.769796,0.9676655,1.2646676301956177
167,167,1,beta,beta,human1,8.685875,-2.682322,0.5076301097869873
168,168,1,beta,beta,human1,10.120675,-3.3330448,0.5571594834327698
169,169,1,beta,beta,human1,9.49423,-1.4793612,0.5500273108482361
170,170,0,acinar,acinar,human1,-1.5913252,12.065617,0.6397787928581238
171,171,1,beta,beta,human1,7.9906883,0.9872225,1.0210002660751345
172,172,0,acinar,acinar,human1,-1.7845675,12.57971,0.8447291254997253
173,173,1,beta,beta,human1,9.559175,-2.8860636,0.5474628806114197
174,174,1,beta,beta,human1,9.280429,-2.3498893,0.8271082639694214
175,175,1,beta,beta,human1,8.485051,-1.849103,0.6156486868858337
176,176,0,acinar,acinar,human1,-1.3592489,12.006646,1.0935359001159668
177,177,2,delta,delta,human1,6.1265593,4.159593,0.7309202551841736
178,178,1,beta,beta,human1,10.265281,-3.0276692,0.6162479519844055
179,179,2,delta,delta,human1,5.9466195,4.3218355,0.774328887462616
180,180,1,beta,beta,human1,8.806083,-2.8518481,0.6163815855979919
181,181,0,acinar,acinar,human1,-2.4261281,12.923896,0.8952938318252563
182,182,5,alpha,alpha,human1,9.781334,9.301486,0.5141385793685913
183,183,1,beta,beta,human1,8.673263,-2.588011,0.526324450969696
184,184,5,alpha,alpha,human1,9.623495,8.707224,0.5459664463996887
185,185,1,beta,beta,human1,9.028928,-2.566544,0.9906156063079834
186,186,5,alpha,alpha,human1,10.690018,8.7079735,0.4524542689323425
187,187,6,endothelial,endothelial,human1,-7.01146,-2.812756,1.887261152267456
188,188,1,beta,beta,human1,8.2631645,-0.5333566,1.668449640274048
189,189,1,beta,beta,human1,9.374371,-2.749013,0.5633437633514404
190,190,5,alpha,alpha,human1,12.986878,9.570082,0.7459557056427002
191,191,2,delta,delta,human1,6.6357994,4.3294435,0.9346941709518432
192,192,1,beta,beta,human1,7.959272,-1.4896307,0.6824506521224976
193,193,1,beta,beta,human1,10.135719,-3.2737389,0.5685524344444275
194,194,2,delta,delta,human1,6.129907,3.9877737,0.7381277680397034
195,195,1,beta,beta,human1,9.751645,-3.0411856,0.5134667754173279
196,196,2,gamma,delta,human1,7.775885,5.931203,1.2013206481933594
197,197,5,alpha,alpha,human1,11.500842,8.899696,0.6537107825279236
198,198,1,beta,beta,human1,9.292056,-3.1154225,0.5083858370780945
199,199,1,beta,beta,human1,8.599475,-2.386152,0.6877010464668274
200,200,2,delta,delta,human1,6.248497,4.1072545,0.6994752287864685
201,201,5,alpha,alpha,human1,11.812037,8.820298,0.5517749190330505
202,202,4,ductal,ductal,human1,-3.1870286,19.268795,1.4177874326705933
203,203,1,beta,beta,human1,10.087528,-3.3358,0.5146032571792603
204,204,5,alpha,alpha,human1,9.129892,9.408322,0.5264688730239868
205,205,1,beta,beta,human1,10.476827,-2.51546,0.6531484723091125
206,206,4,ductal,ductal,human1,-3.1643717,18.977816,1.219443440437317
207,207,5,alpha,alpha,human1,11.202746,9.465158,0.622294545173645
208,208,4,ductal,ductal,human1,-2.2000668,19.16859,1.0471762418746948
209,209,1,beta,beta,human1,7.7448783,-1.3850055,0.6589269042015076
210,210,1,beta,beta,human1,9.003927,-2.725666,0.7477558255195618
211,211,5,alpha,alpha,human1,10.198833,8.716532,0.4748291671276092
212,212,1,beta,beta,human1,9.422435,-2.3869784,0.6665996313095093
213,213,1,beta,beta,human1,8.524786,-2.2570662,0.5639277100563049
214,214,3,quiescent_stellate,activated_stellate,human1,-9.258685,-2.2262774,2.1961796283721924
215,215,4,ductal,ductal,human1,-2.7828853,19.825756,0.9727765917778016
216,216,4,ductal,ductal,human1,-1.1776038,18.255795,3.055040121078491
217,217,3,endothelial,activated_stellate,human1,-7.8701615,-3.0594285,2.699530839920044
218,218,3,activated_stellate,activated_stellate,human1,-9.116145,-0.6836252,1.64512836933136
219,219,1,beta,beta,human1,7.807733,-1.673898,0.5981772541999817
220,220,2,delta,delta,human1,6.7368836,4.1855607,1.0902197360992432
221,221,2,gamma,delta,human1,7.8235826,5.9216485,1.1477696895599363
222,222,1,beta,beta,human1,10.38623,-2.80995,0.6339152455329895
223,223,1,beta,beta,human1,8.190948,-0.2545257,0.9586660861968994
224,224,1,beta,beta,human1,9.310011,-2.665836,0.5590907335281372
225,225,5,alpha,alpha,human1,10.814533,8.128909,0.449999988079071
226,226,1,beta,beta,human1,8.754736,-2.6968415,0.5645454525947571
227,227,1,beta,beta,human1,8.906901,-2.8877556,0.5245779752731323
228,228,2,delta,delta,human1,6.9488497,4.5976844,0.8824142813682556
229,229,4,ductal,ductal,human1,-1.2899532,18.185228,0.956750988960266
230,230,1,beta,beta,human1,9.922775,-2.9096475,0.5910899639129639
231,231,2,delta,delta,human1,6.191669,4.2372966,1.0210037231445312
232,232,2,delta,delta,human1,6.3175397,3.7897334,0.7147865891456604
233,233,1,beta,beta,human1,9.677011,-2.9343748,0.6303430199623108
234,234,2,delta,delta,human1,6.127149,3.9623075,0.7316262722015381
235,235,1,beta,beta,human1,9.865484,-0.08585597,0.9086835384368896
236,236,3,activated_stellate,activated_stellate,human1,-8.697522,-0.88560766,1.7786848545074463
237,237,1,beta,beta,human1,7.9028006,-0.17900163,0.6459298729896545
238,238,1,beta,beta,human1,9.195146,-1.6554084,0.5158449411392212
239,239,2,delta,delta,human1,6.053908,3.9923527,1.482014298439026
240,240,1,beta,beta,human1,10.235963,-2.9266305,0.5581212043762207
241,241,3,quiescent_stellate,activated_stellate,human1,-9.280163,-2.4940438,1.4892607927322388
242,242,1,beta,beta,human1,8.984899,-2.913079,0.7536505460739136
243,243,0,acinar,acinar,human1,-1.3656842,13.213282,0.7437713742256165
244,244,5,alpha,alpha,human1,11.21866,8.530926,0.449999988079071
245,245,2,delta,delta,human1,5.9166017,4.4008617,0.858144223690033
246,246,1,beta,beta,human1,8.862201,-2.1938972,0.6098607778549194
247,247,5,alpha,alpha,human1,8.668521,7.6762786,0.449999988079071
248,248,1,beta,beta,human1,8.719452,-2.7126153,0.5462221503257751
249,249,6,endothelial,endothelial,human1,-7.302787,-4.4065557,1.6605119705200195
250,250,2,delta,delta,human1,6.5388193,4.3524566,0.9783389568328856
251,251,2,delta,delta,human1,7.370847,4.571548,0.8799316883087158
252,252,1,beta,beta,human1,9.543482,-2.7822952,0.906551718711853
253,253,1,beta,beta,human1,9.189381,-2.8144414,0.7919471859931946
254,254,2,delta,delta,human1,6.375997,3.759965,0.8202844262123108
255,255,2,gamma,delta,human1,7.78168,5.8473916,0.988788902759552
256,256,5,alpha,alpha,human1,9.147031,8.377042,0.4564442932605743
257,257,1,beta,beta,human1,8.347901,-1.726364,0.67573481798172
258,258,1,beta,beta,human1,10.211402,-3.0511105,0.5521582365036011
259,259,1,beta,beta,human1,8.113307,-1.830365,0.5766846537590027
260,260,4,ductal,ductal,human1,-1.2095143,18.29712,1.5370887517929075
261,261,2,delta,delta,human1,6.2796526,4.56339,0.8599974513053894
262,262,5,alpha,alpha,human1,10.840906,8.39534,0.4610668420791626
263,263,1,beta,beta,human1,9.85864,-2.9558609,0.6090804934501648
264,264,2,gamma,delta,human1,7.835467,5.9292936,1.3699332475662231
265,265,1,beta,beta,human1,10.051989,-3.0201979,0.6592763662338257
266,266,1,beta,beta,human1,7.6068316,-1.2861909,0.6378933787345886
267,267,1,beta,beta,human1,11.505266,-3.4008927,0.6115087270736694
268,268,3,quiescent_stellate,activated_stellate,human1,-9.440691,-2.3770816,1.720983624458313
269,269,5,alpha,alpha,human1,9.033784,8.747286,0.5095422863960266
270,270,2,delta,delta,human1,6.399272,3.9588435,0.708773136138916
271,271,5,alpha,alpha,human1,8.374882,7.7154055,0.655290424823761
272,272,6,endothelial,endothelial,human1,-7.0430756,-2.715252,2.278742790222168
273,273,5,alpha,alpha,human1,8.159944,8.522483,0.4511666297912597
274,274,2,delta,delta,human1,6.5117984,4.140557,0.8368900418281555
275,275,1,beta,beta,human1,8.4212475,-1.845429,0.5002803206443787
276,276,2,gamma,delta,human1,7.887168,5.279857,1.041835069656372
277,277,4,ductal,ductal,human1,-2.3492196,19.42514,1.0335023403167725
278,278,5,alpha,alpha,human1,8.949917,8.226771,0.4608882963657379
279,279,5,alpha,alpha,human1,7.8766594,8.898795,1.4175472259521484
280,280,2,delta,delta,human1,6.7113237,4.562714,1.0166034698486328
281,281,1,beta,beta,human1,9.473646,-1.6946021,0.5980425477027893
282,282,1,beta,beta,human1,9.296477,-2.8360786,0.5578668713569641
283,283,4,ductal,ductal,human1,-1.3603837,18.683376,1.0582691431045532
284,284,5,alpha,alpha,human1,10.01563,8.5643215,0.4672167599201202
285,285,1,beta,beta,human1,9.291126,-2.1272104,0.7474482655525208
286,286,2,delta,delta,human1,6.264357,4.3870234,0.9662100076675416
287,287,7,macrophage,macrophage,human1,23.236486,5.8007016,2.2918622493743896
288,288,6,endothelial,endothelial,human1,-7.5443325,-3.3247302,2.7465412616729736
289,289,1,beta,beta,human1,9.527508,-2.2780416,0.6333316564559937
290,290,1,beta,beta,human1,10.279685,-3.2120492,0.6182289123535156
291,291,1,beta,beta,human1,7.6835294,-0.3513751,0.6280630826950073
292,292,1,beta,beta,human1,8.109162,0.5289476,1.0546774864196775
293,293,1,beta,beta,human1,8.925313,-2.9127705,0.5468288660049438
294,294,1,beta,beta,human1,9.027582,-2.59434,0.8525964617729187
295,295,1,beta,beta,human1,9.30708,-2.6868036,0.5413544774055481
296,296,1,beta,beta,human1,8.993362,-1.158958,1.605064034461975
297,297,1,beta,beta,human1,8.628869,-2.4722533,0.5693391561508179
298,298,1,beta,beta,human1,9.527542,-2.3345847,0.6028493046760559
299,299,1,beta,beta,human1,8.82455,-1.0654258,1.0379465818405151
300,300,2,gamma,delta,human1,8.302869,6.2322645,1.0110840797424316
301,301,6,endothelial,endothelial,human1,-6.991167,-3.0143816,1.9539765119552608
302,302,1,beta,beta,human1,9.511509,-2.6137452,0.5695444941520691
303,303,1,beta,beta,human1,9.417557,-2.2007146,0.6988308429718018
304,304,1,beta,beta,human1,7.698118,0.19855344,0.8330852389335632
305,305,2,delta,delta,human1,6.056333,4.1056232,0.8213658332824707
306,306,1,beta,beta,human1,8.768068,-2.702723,0.5386912226676941
307,307,2,gamma,delta,human1,8.237147,5.545289,1.0120259523391724
308,308,2,epsilon,delta,human1,8.402787,6.5440392,1.864218831062317
309,309,2,delta,delta,human1,6.283641,3.901672,0.6860847473144531
310,310,1,beta,beta,human1,9.495005,-2.3619714,0.6434463262557983
311,311,1,beta,beta,human1,10.064395,-3.2734807,0.544377863407135
312,312,2,gamma,delta,human1,7.8140435,5.924629,1.000401735305786
313,313,1,beta,beta,human1,8.895582,-1.693103,0.6977688074111938
314,314,5,beta,alpha,human1,7.063521,7.1243906,1.8186193704605105
315,315,1,beta,beta,human1,8.376373,-2.3439703,0.6343348622322083
316,316,1,beta,beta,human1,8.998815,-2.6475651,0.5560722947120667
317,317,1,beta,beta,human1,9.329067,-1.565496,0.7422675490379333
318,318,6,endothelial,endothelial,human1,-7.1500425,-4.122056,1.541059136390686
319,319,1,beta,beta,human1,8.925636,-2.8120997,0.5728863477706909
320,320,2,delta,delta,human1,6.2275257,4.101464,0.8678818345069885
321,321,5,alpha,alpha,human1,11.8048525,8.734383,0.5310982465744019
322,322,2,epsilon,delta,human1,8.331417,6.3667097,2.5147705078125
323,323,5,alpha,alpha,human1,10.836915,8.193358,0.482644647359848
324,324,3,quiescent_stellate,activated_stellate,human1,-9.564811,-2.5228612,1.8202768564224243
325,325,5,alpha,alpha,human1,7.9999137,7.7684045,0.7119421362876892
326,326,5,alpha,alpha,human1,11.634557,8.864508,0.5050458908081055
327,327,1,beta,beta,human1,10.468478,-3.0236676,0.5425320863723755
328,328,1,beta,beta,human1,8.097783,-1.4524072,0.7705628275871277
329,329,4,ductal,ductal,human1,-1.1505421,18.20844,3.1884591579437256
330,330,1,beta,beta,human1,7.502852,1.5285828,1.2804094552993774
331,331,5,alpha,alpha,human1,7.844405,8.179317,0.5439972877502441
332,332,1,beta,beta,human1,8.666496,-1.8313625,0.5547407269477844
333,333,5,alpha,alpha,human1,8.521044,9.0602,0.4630445837974548
334,334,1,beta,beta,human1,8.136941,0.46841994,1.077241063117981
335,335,1,beta,beta,human1,7.4096327,1.1762594,1.2640095949172974
336,336,2,delta,delta,human1,6.3925447,4.3542852,0.8433824777603149
337,337,2,delta,delta,human1,6.530787,4.4227066,1.0493803024291992
338,338,1,beta,beta,human1,9.101236,-2.840452,0.5490947961807251
339,339,1,beta,beta,human1,7.9333444,1.1824874,1.0706853866577148
340,340,1,beta,beta,human1,8.525219,-1.7671378,0.8728100657463074
341,341,4,ductal,ductal,human1,-3.1111665,19.910698,3.214996814727783
342,342,0,acinar,acinar,human1,-1.8171856,12.16403,0.8900150656700134
343,343,1,beta,beta,human1,10.3578415,-2.9744086,0.5806387066841125
344,344,2,alpha,delta,human1,8.3453865,5.2305984,1.6315876245498655
345,345,1,beta,beta,human1,10.473293,-3.1174095,0.5773187875747681
346,346,1,beta,beta,human1,9.8059635,-3.008217,0.5891925096511841
347,347,5,alpha,alpha,human1,8.586625,8.032658,0.449999988079071
348,348,1,beta,beta,human1,9.157158,-2.6138332,0.5362583994865417
349,349,3,quiescent_stellate,activated_stellate,human1,-9.392642,-2.3418696,1.571494221687317
350,350,1,beta,beta,human1,9.449758,-2.966221,0.5313962697982788
351,351,2,gamma,delta,human1,6.685021,5.2065454,1.7469825744628906
352,352,1,beta,beta,human1,9.073511,-1.8873601,0.693339467048645
353,353,2,gamma,delta,human1,7.799291,5.905111,0.9875470995903016
354,354,6,endothelial,endothelial,human1,-7.3161554,-4.5100217,1.6812108755111694
355,355,1,beta,beta,human1,9.278679,-2.1148112,0.8328816890716553
356,356,5,alpha,alpha,human1,11.278426,8.808235,0.4566100537776947
357,357,3,schwann,activated_stellate,human1,-7.8756237,-2.0283775,4.189763069152832
358,358,1,beta,beta,human1,8.894709,-2.90207,0.6337612271308899
359,359,3,quiescent_stellate,activated_stellate,human1,-9.530377,-2.5800955,1.5530216693878174
360,360,6,endothelial,endothelial,human1,-7.037313,-3.6569178,1.530887007713318
361,361,2,gamma,delta,human1,7.5518537,5.1885104,1.445473313331604
362,362,1,beta,beta,human1,9.205557,-2.5331984,0.6219945549964905
363,363,1,beta,beta,human1,8.9402895,-2.6998103,0.6250771284103394
364,364,5,alpha,alpha,human1,10.479899,8.071233,0.469208151102066
365,365,5,alpha,alpha,human1,10.247702,7.817981,0.4533148407936096
366,366,2,gamma,delta,human1,7.7027984,5.8662586,0.9995319843292236
367,367,1,beta,beta,human1,10.203971,-2.8449593,0.5137407779693604
368,368,1,beta,beta,human1,8.013735,0.73977196,0.9002546668052673
369,369,2,delta,delta,human1,6.818715,4.413059,0.8936250805854797
370,370,0,acinar,acinar,human1,-1.099012,12.142744,0.6385834217071533
371,371,0,acinar,acinar,human1,-0.7984342,12.061872,0.7220585346221924
372,372,2,gamma,delta,human1,8.380331,5.8604846,1.0373910665512085
373,373,4,ductal,ductal,human1,-2.9928594,18.945007,1.08954119682312
374,374,4,ductal,ductal,human1,-0.95280206,18.132334,1.2121155261993408
375,375,6,endothelial,endothelial,human1,-7.1840553,-2.495221,2.4445903301239014
376,376,2,delta,delta,human1,6.633501,4.4325724,0.8877295255661011
377,377,1,beta,beta,human1,8.475781,-1.2668968,1.0844005346298218
378,378,1,beta,beta,human1,11.4709425,-3.3354297,0.6594365835189819
379,379,6,endothelial,endothelial,human1,-7.3586407,-4.670287,1.9907621145248413
