cell_id,batch,true_label,predicted_label,aligned_predicted_label,umap_1,umap_2,cell_index,scraw_reconstruction_weight
human1_lib1.final_cell_0132-0,human1,alpha,13,Unmatched_13,1.9870129,0.3560062,131,1.7073959112167358
human1_lib1.final_cell_0133-0,human1,beta,1,beta,-3.4086752,3.5130968,132,0.4858000576496124
human1_lib1.final_cell_0134-0,human1,acinar,11,Unmatched_11,-6.8237133,9.717297,133,0.8629787564277649
human1_lib1.final_cell_0135-0,human1,alpha,31,Unmatched_31,1.2136215,-2.0268927,134,0.8155232071876526
human1_lib1.final_cell_0136-0,human1,beta,5,Unmatched_5,-5.7989798,-0.5991365,135,0.4148635864257812
human1_lib1.final_cell_0137-0,human1,beta,24,Unmatched_24,9.653052,-10.298275,136,0.3845422863960266
human1_lib1.final_cell_0138-0,human1,alpha,0,alpha,4.5441375,-2.4226506,137,0.7948704957962036
human1_lib1.final_cell_0139-0,human1,beta,15,Unmatched_15,12.371049,4.832796,138,0.4818576574325561
human1_lib1.final_cell_0140-0,human1,delta,3,delta,-13.556994,-9.364811,139,0.4653327167034149
human1_lib1.final_cell_0141-0,human1,beta,7,Unmatched_7,18.574553,-0.61772233,140,0.5697650909423828
human1_lib1.final_cell_0142-0,human1,beta,1,beta,-4.0567083,2.067809,141,0.4424916207790375
human1_lib1.final_cell_0143-0,human1,beta,1,beta,-6.1188035,2.0552843,142,0.407447874546051
human1_lib1.final_cell_0144-0,human1,beta,1,beta,-5.5761395,2.7878237,143,0.8867955207824707
human1_lib1.final_cell_0145-0,human1,beta,1,beta,-4.2947426,3.1798038,144,0.4510129988193512
human1_lib1.final_cell_0146-0,human1,delta,3,delta,-12.770285,-9.104118,145,0.4935744702816009
human1_lib1.final_cell_0147-0,human1,beta,7,Unmatched_7,18.533773,-0.5430762,146,0.5617421865463257
human1_lib1.final_cell_0148-0,human1,ductal,19,Unmatched_19,-10.110029,16.505316,147,1.5690079927444458
human1_lib1.final_cell_0149-0,human1,ductal,19,Unmatched_19,-10.148077,16.534634,148,1.9371027946472168
human1_lib1.final_cell_0150-0,human1,beta,15,Unmatched_15,12.434602,4.5139256,149,0.4320563077926636
human1_lib1.final_cell_0151-0,human1,beta,1,beta,-2.7335443,5.2449164,150,0.6547221541404724
human1_lib1.final_cell_0152-0,human1,beta,1,beta,-5.015005,3.3010263,151,0.3889367878437042
human1_lib1.final_cell_0153-0,human1,beta,1,beta,-4.768478,4.4398623,152,0.5916877388954163
human1_lib1.final_cell_0154-0,human1,delta,3,delta,-13.17287,-10.238934,153,0.4446896612644195
human1_lib1.final_cell_0155-0,human1,beta,7,Unmatched_7,18.162498,-0.70469505,154,0.5883980393409729
human1_lib1.final_cell_0156-0,human1,activated_stellate,9,activated_stellate,12.861624,10.465553,155,1.5186917781829834
human1_lib1.final_cell_0157-0,human1,beta,1,beta,-6.505293,1.3545837,156,0.3845422863960266
human1_lib1.final_cell_0158-0,human1,beta,7,Unmatched_7,18.336908,-0.544948,157,0.5961948037147522
human1_lib1.final_cell_0159-0,human1,alpha,0,alpha,3.4370217,0.004614077,158,1.2158453464508057
human1_lib1.final_cell_0160-0,human1,beta,1,beta,-3.7536,3.134415,159,0.5671037435531616
human1_lib1.final_cell_0161-0,human1,alpha,0,alpha,4.2816415,-1.0490896,160,0.8094048500061035
human1_lib1.final_cell_0162-0,human1,beta,1,beta,-5.7959476,2.7169018,161,0.5602282881736755
human1_lib1.final_cell_0163-0,human1,gamma,8,gamma,-9.438638,-7.6988335,162,0.7809768319129944
human1_lib1.final_cell_0164-0,human1,beta,1,beta,-6.3127136,2.3236132,163,0.425191730260849
human1_lib1.final_cell_0165-0,human1,beta,5,Unmatched_5,-4.6646447,-1.6671035,164,0.7169312834739685
human1_lib1.final_cell_0166-0,human1,beta,7,Unmatched_7,14.521226,-1.8422644,165,0.8467071652412415
human1_lib1.final_cell_0167-0,human1,beta,7,Unmatched_7,14.47296,-1.7949064,166,0.8516775965690613
human1_lib1.final_cell_0168-0,human1,beta,1,beta,-5.0150986,1.9612293,167,0.409286618232727
human1_lib1.final_cell_0169-0,human1,beta,1,beta,-4.167962,2.7574117,168,0.3845422863960266
human1_lib1.final_cell_0170-0,human1,beta,5,Unmatched_5,-5.2646413,-0.9919873,169,0.4697534143924713
human1_lib1.final_cell_0171-0,human1,acinar,11,Unmatched_11,-6.881128,10.05516,170,0.898522675037384
human1_lib1.final_cell_0172-0,human1,beta,7,Unmatched_7,18.741322,-0.72050214,171,0.6354389190673828
human1_lib1.final_cell_0173-0,human1,acinar,6,acinar,-8.868374,6.8329024,172,1.0056589841842651
human1_lib1.final_cell_0174-0,human1,beta,5,Unmatched_5,-5.408987,-0.5236895,173,0.3845422863960266
human1_lib1.final_cell_0175-0,human1,beta,15,Unmatched_15,12.447918,4.5528135,174,0.6986459493637085
human1_lib1.final_cell_0176-0,human1,beta,1,beta,-4.1470184,3.0824144,175,0.3909854590892792
human1_lib1.final_cell_0177-0,human1,acinar,16,Unmatched_16,6.1466556,-15.635493,176,0.9423798322677612
human1_lib1.final_cell_0178-0,human1,delta,3,delta,-12.920753,-9.234661,177,0.4060499370098114
human1_lib1.final_cell_0179-0,human1,beta,15,Unmatched_15,12.436003,4.549292,178,0.3845422863960266
human1_lib1.final_cell_0180-0,human1,delta,3,delta,-13.477984,-10.00822,179,0.5030432343482971
human1_lib1.final_cell_0181-0,human1,beta,1,beta,-4.1868815,2.553081,180,0.3845422863960266
human1_lib1.final_cell_0182-0,human1,acinar,4,Unmatched_4,-9.683983,6.085143,181,1.0525745153427124
human1_lib1.final_cell_0183-0,human1,alpha,0,alpha,4.5950756,0.31351936,182,0.714181661605835
human1_lib1.final_cell_0184-0,human1,beta,1,beta,-4.7297754,3.221971,183,0.3845422863960266
human1_lib1.final_cell_0185-0,human1,alpha,31,Unmatched_31,1.2078403,-2.0302932,184,1.0300532579421997
human1_lib1.final_cell_0186-0,human1,beta,1,beta,-4.9831176,2.7803137,185,0.3968111276626587
human1_lib1.final_cell_0187-0,human1,alpha,0,alpha,5.653255,-0.96465886,186,0.5521148443222046
human1_lib1.final_cell_0188-0,human1,endothelial,10,endothelial,-10.378648,-1.5069237,187,2.838065385818481
human1_lib1.final_cell_0189-0,human1,beta,7,Unmatched_7,14.587277,-1.8354136,188,0.5207990407943726
human1_lib1.final_cell_0190-0,human1,beta,1,beta,-3.9153955,2.3457487,189,0.3845422863960266
human1_lib1.final_cell_0191-0,human1,alpha,0,alpha,3.812253,-1.0767975,190,1.0820640325546265
human1_lib1.final_cell_0192-0,human1,delta,3,delta,-13.647067,-8.665059,191,0.6771794557571411
human1_lib1.final_cell_0193-0,human1,beta,1,beta,-5.6821713,1.493044,192,0.6300177574157715
human1_lib1.final_cell_0194-0,human1,beta,1,beta,-4.747369,4.3972316,193,0.6379033327102661
human1_lib1.final_cell_0195-0,human1,delta,3,delta,-12.945057,-9.838538,194,0.3845422863960266
human1_lib1.final_cell_0196-0,human1,beta,1,beta,-4.019318,1.298527,195,0.3845422863960266
human1_lib1.final_cell_0197-0,human1,gamma,8,gamma,-9.672884,-7.896977,196,1.304895281791687
human1_lib1.final_cell_0198-0,human1,alpha,0,alpha,4.983665,-1.6437399,197,1.003908634185791
human1_lib1.final_cell_0199-0,human1,beta,1,beta,-3.3427513,4.881778,198,0.3845422863960266
human1_lib1.final_cell_0200-0,human1,beta,1,beta,-4.778352,4.4512715,199,0.4322963654994964
human1_lib1.final_cell_0201-0,human1,delta,3,delta,-12.777473,-9.044784,200,0.3845422863960266
human1_lib1.final_cell_0202-0,human1,alpha,0,alpha,2.8802812,-1.0924598,201,0.7844308018684387
human1_lib1.final_cell_0203-0,human1,ductal,2,ductal,-5.865932,20.956755,202,1.6050320863723757
human1_lib1.final_cell_0204-0,human1,beta,1,beta,-4.0311236,2.1269226,203,0.3910268247127533
human1_lib1.final_cell_0205-0,human1,alpha,0,alpha,1.7754421,-0.9995347,204,1.02877938747406
human1_lib1.final_cell_0206-0,human1,beta,1,beta,-4.880815,3.40834,205,0.5216475129127502
human1_lib1.final_cell_0207-0,human1,ductal,2,ductal,-5.8511367,20.959444,206,1.8293495178222656
human1_lib1.final_cell_0208-0,human1,alpha,0,alpha,4.2312074,-0.7183839,207,0.9336262345314026
human1_lib1.final_cell_0209-0,human1,ductal,2,ductal,-5.3140473,20.371946,208,1.7711597681045532
human1_lib1.final_cell_0210-0,human1,beta,5,Unmatched_5,-5.294965,-0.195493,209,0.3896979987621307
human1_lib1.final_cell_0211-0,human1,beta,1,beta,-4.048606,2.072473,210,0.3845422863960266
human1_lib1.final_cell_0212-0,human1,alpha,0,alpha,4.618709,-0.9049119,211,0.5659632682800293
human1_lib1.final_cell_0213-0,human1,beta,1,beta,-3.9107838,3.4430134,212,0.3845422863960266
human1_lib1.final_cell_0214-0,human1,beta,1,beta,-3.256198,4.873503,213,0.4194126427173614
human1_lib1.final_cell_0215-0,human1,quiescent_stellate,9,activated_stellate,12.074913,9.888703,214,2.2492825984954834
human1_lib1.final_cell_0216-0,human1,ductal,2,ductal,-5.716827,20.753937,215,1.48355233669281
human1_lib1.final_cell_0217-0,human1,ductal,17,Unmatched_17,17.181803,9.242749,216,3.588205099105835
human1_lib1.final_cell_0218-0,human1,endothelial,9,activated_stellate,12.122156,9.919649,217,2.838065385818481
human1_lib1.final_cell_0219-0,human1,activated_stellate,9,activated_stellate,12.989096,10.092963,218,1.7809360027313232
human1_lib1.final_cell_0220-0,human1,beta,1,beta,-4.8897214,2.9986467,219,0.3845422863960266
human1_lib1.final_cell_0221-0,human1,delta,3,delta,-13.567209,-9.363844,220,0.4618060290813446
human1_lib1.final_cell_0222-0,human1,gamma,8,gamma,-9.355216,-7.62983,221,0.8226739168167114
human1_lib1.final_cell_0223-0,human1,beta,1,beta,-3.4214928,3.4745474,222,0.5557919144630432
human1_lib1.final_cell_0224-0,human1,beta,1,beta,-5.619814,2.0118823,223,0.5329344272613525
human1_lib1.final_cell_0225-0,human1,beta,1,beta,-5.9178963,1.6052448,224,0.3845422863960266
human1_lib1.final_cell_0226-0,human1,alpha,0,alpha,3.465972,-1.1766714,225,0.5953617095947266
human1_lib1.final_cell_0227-0,human1,beta,5,Unmatched_5,-6.008198,-0.6895066,226,0.3845422863960266
human1_lib1.final_cell_0228-0,human1,beta,1,beta,-4.460545,1.9165723,227,0.4022493362426758
human1_lib1.final_cell_0229-0,human1,delta,3,delta,-13.797117,-10.652271,228,0.3972583711147308
human1_lib1.final_cell_0230-0,human1,ductal,28,Unmatched_28,-4.038989,19.912193,229,1.2376415729522705
human1_lib1.final_cell_0231-0,human1,beta,1,beta,-5.9255633,1.6157955,230,0.390080451965332
human1_lib1.final_cell_0232-0,human1,delta,3,delta,-12.876944,-9.439639,231,0.4830269515514374
human1_lib1.final_cell_0233-0,human1,delta,3,delta,-12.809292,-9.1553955,232,0.3852284252643585
human1_lib1.final_cell_0234-0,human1,beta,1,beta,-4.2978907,2.249141,233,0.3845422863960266
human1_lib1.final_cell_0235-0,human1,delta,3,delta,-12.967185,-10.115953,234,0.4386638700962066
human1_lib1.final_cell_0236-0,human1,beta,1,beta,-3.2508826,5.6212444,235,0.786175549030304
human1_lib1.final_cell_0237-0,human1,activated_stellate,9,activated_stellate,13.18144,9.895666,236,1.5952787399291992
human1_lib1.final_cell_0238-0,human1,beta,1,beta,-5.678272,2.1228542,237,0.5101945996284485
human1_lib1.final_cell_0239-0,human1,beta,1,beta,-6.034191,2.8498318,238,0.4906901717185974
human1_lib1.final_cell_0240-0,human1,delta,1,beta,-5.4875717,2.831693,239,0.6624685525894165
human1_lib1.final_cell_0241-0,human1,beta,1,beta,-3.466403,4.9671,240,0.3926319479942322
human1_lib1.final_cell_0242-0,human1,quiescent_stellate,12,quiescent_stellate,-10.1934595,-4.1342354,241,1.3759256601333618
human1_lib1.final_cell_0243-0,human1,beta,1,beta,-5.859526,1.6067188,242,0.4467755258083343
human1_lib1.final_cell_0244-0,human1,acinar,16,Unmatched_16,6.1472473,-15.634556,243,0.8854354619979858
human1_lib1.final_cell_0245-0,human1,alpha,0,alpha,3.5954435,-1.0758069,244,0.5255076885223389
human1_lib1.final_cell_0246-0,human1,delta,3,delta,-13.9775305,-10.797723,245,0.4642984569072723
human1_lib1.final_cell_0247-0,human1,beta,1,beta,-5.174283,1.0528817,246,0.3845422863960266
human1_lib1.final_cell_0248-0,human1,alpha,0,alpha,4.231549,-0.9685277,247,0.6606749892234802
human1_lib1.final_cell_0249-0,human1,beta,1,beta,-5.6161757,2.613968,248,0.4383094310760498
human1_lib1.final_cell_0250-0,human1,endothelial,20,Unmatched_20,16.188622,-11.700263,249,2.0386803150177
human1_lib1.final_cell_0251-0,human1,delta,3,delta,-12.882156,-9.428787,250,0.415979653596878
human1_lib1.final_cell_0252-0,human1,delta,3,delta,-13.051201,-10.330051,251,0.4006436765193939
human1_lib1.final_cell_0253-0,human1,beta,1,beta,-4.9680476,1.9612764,252,0.7998719215393066
human1_lib1.final_cell_0254-0,human1,beta,1,beta,-5.3223786,3.3527627,253,0.7623277306556702
human1_lib1.final_cell_0255-0,human1,delta,3,delta,-12.8966055,-10.748098,254,0.400072693824768
human1_lib1.final_cell_0256-0,human1,gamma,8,gamma,-9.643214,-7.8605123,255,0.8499522805213928
human1_lib1.final_cell_0257-0,human1,alpha,0,alpha,2.546962,-1.7716659,256,0.7690149545669556
human1_lib1.final_cell_0258-0,human1,beta,5,Unmatched_5,-5.2959433,-0.24144052,257,0.6611620187759399
human1_lib1.final_cell_0259-0,human1,beta,1,beta,-4.746637,4.3959513,258,0.4915828704833984
human1_lib1.final_cell_0260-0,human1,beta,1,beta,-4.2789164,2.8682945,259,0.4346998929977417
