cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch,umap_1,umap_2,scraw_reconstruction_weight
56,56,3,beta,t_cell,human1,8.820756,20.479813,0.8085666298866272
57,57,9,beta,quiescent_stellate,human1,6.8242264,19.907633,0.5766910314559937
58,58,9,beta,quiescent_stellate,human1,4.983591,19.6752,0.634448766708374
59,59,11,beta,beta,human1,2.6624858,16.508451,1.257260799407959
60,60,12,ductal,ductal,human1,18.76386,-1.0284302,1.1183382272720337
61,61,1,alpha,alpha,human1,8.9614935,-10.314655,0.5197798013687134
62,62,11,beta,beta,human1,2.73157,16.599703,1.0988916158676147
63,63,12,ductal,ductal,human1,19.279175,-2.1394749,1.6427966356277466
64,64,3,ductal,t_cell,human1,5.278023,20.097446,2.630362272262573
65,65,4,acinar,acinar,human1,5.4601445,27.442652,0.7001509070396423
66,66,1,alpha,alpha,human1,9.689526,-10.94109,0.4695757031440735
67,67,9,beta,quiescent_stellate,human1,3.75921,18.18987,1.0795742273330688
68,68,2,delta,delta,human1,-10.526428,4.9058723,0.8159298300743103
69,69,6,alpha,gamma,human1,11.683559,-6.926025,0.449999988079071
70,70,9,beta,quiescent_stellate,human1,7.5037637,19.803314,1.1674054861068726
71,71,9,beta,quiescent_stellate,human1,1.6691121,14.801018,1.0225207805633545
72,72,9,beta,quiescent_stellate,human1,9.724494,20.020716,0.6346282362937927
73,73,2,delta,delta,human1,-9.831721,5.1747627,1.1029205322265625
74,74,3,beta,t_cell,human1,7.0840116,20.37568,0.7483839988708496
75,75,9,beta,quiescent_stellate,human1,4.55836,19.501558,0.7928645014762878
76,76,2,delta,delta,human1,-10.533317,4.90045,1.0581035614013672
77,77,9,beta,quiescent_stellate,human1,6.4215364,19.564335,1.3205825090408323
78,78,9,beta,quiescent_stellate,human1,8.05812,20.602348,0.6362199783325195
79,79,3,beta,t_cell,human1,6.468935,20.248167,0.6724403500556946
80,80,9,beta,quiescent_stellate,human1,9.270561,20.314383,0.7556906342506409
81,81,9,beta,quiescent_stellate,human1,5.8757286,19.727745,0.8110617399215698
82,82,9,beta,quiescent_stellate,human1,7.928919,19.696184,0.6888071894645691
83,83,4,acinar,acinar,human1,6.3504558,26.070812,0.8047484159469604
84,84,0,activated_stellate,activated_stellate,human1,24.565287,8.689061,1.5242862701416016
85,85,2,delta,delta,human1,-9.183669,5.818841,0.7249497175216675
86,86,2,delta,delta,human1,-11.760335,4.3149385,0.7069399952888489
87,87,9,beta,quiescent_stellate,human1,5.214612,18.668844,0.6312235593795776
88,88,9,beta,quiescent_stellate,human1,2.8766193,17.045296,1.1527013778686523
89,89,9,beta,quiescent_stellate,human1,8.071512,20.340889,0.7316355109214783
90,90,9,beta,quiescent_stellate,human1,9.70026,20.034044,0.7239780426025391
91,91,9,beta,quiescent_stellate,human1,3.647945,18.406927,0.6634870171546936
92,92,3,beta,t_cell,human1,4.982307,19.883278,0.7646790742874146
93,93,9,beta,quiescent_stellate,human1,6.6032047,19.414968,1.0301569700241089
94,94,9,beta,quiescent_stellate,human1,5.8741508,19.616571,0.7501150369644165
95,95,11,beta,beta,human1,2.658059,16.52635,1.4917877912521362
96,96,9,beta,quiescent_stellate,human1,7.753382,20.191248,1.005265474319458
97,97,2,delta,delta,human1,-11.626319,4.3920317,0.9540913105010986
98,98,2,delta,delta,human1,-11.251093,4.5826864,0.929763674736023
99,99,9,beta,quiescent_stellate,human1,6.664676,19.774738,0.5913417339324951
100,100,2,delta,delta,human1,-10.603581,4.8702235,0.8374493718147278
101,101,6,alpha,gamma,human1,11.606944,-5.3047657,0.4543926417827606
102,102,1,alpha,alpha,human1,9.592899,-11.643679,0.5114198327064514
103,103,2,delta,delta,human1,-9.331373,5.6496167,0.742260754108429
104,104,9,beta,quiescent_stellate,human1,8.479174,20.277317,0.6039228439331055
105,105,9,beta,quiescent_stellate,human1,3.5658681,18.354303,0.5142070651054382
106,106,9,beta,quiescent_stellate,human1,6.940016,19.47669,1.2250075340270996
107,107,9,beta,quiescent_stellate,human1,7.0661774,19.333862,0.5191917419433594
108,108,4,acinar,acinar,human1,11.0138,10.791464,0.735672652721405
109,109,2,delta,delta,human1,-8.674078,6.4360046,1.22574782371521
110,110,9,beta,quiescent_stellate,human1,8.584409,20.29392,0.9098691940307616
111,111,9,beta,quiescent_stellate,human1,4.512276,18.604103,0.609656035900116
112,112,2,delta,delta,human1,-12.009605,4.150861,0.864855170249939
113,113,9,beta,quiescent_stellate,human1,7.8675256,20.57997,0.6990082859992981
114,114,3,beta,t_cell,human1,6.338663,20.157131,0.6131215691566467
115,115,9,beta,quiescent_stellate,human1,8.268498,20.263092,0.5830574631690979
116,116,2,delta,delta,human1,-11.143635,4.633885,0.780005156993866
117,117,3,beta,t_cell,human1,8.188151,20.58685,0.641380250453949
118,118,2,delta,delta,human1,-9.396729,5.5907483,0.7534120678901672
119,119,3,beta,t_cell,human1,6.2587967,19.408646,0.6754701137542725
120,120,9,beta,quiescent_stellate,human1,8.029814,20.575434,0.5227452516555786
121,121,9,beta,quiescent_stellate,human1,8.759357,19.643831,0.6453946828842163
122,122,2,epsilon,delta,human1,-10.928049,4.733281,1.172715187072754
123,123,9,beta,quiescent_stellate,human1,7.3288007,19.967709,0.6994441151618958
124,124,9,beta,quiescent_stellate,human1,4.421132,19.118715,0.8841696381568909
125,125,9,beta,quiescent_stellate,human1,5.879756,19.581995,0.5953612327575684
126,126,2,delta,delta,human1,-9.765753,5.1543,0.8176059722900391
127,127,9,beta,quiescent_stellate,human1,10.041766,20.239887,0.8022359013557434
128,128,2,delta,delta,human1,-9.925464,5.1156974,0.6716198325157166
129,129,9,beta,quiescent_stellate,human1,6.272587,20.213417,0.5982916355133057
130,130,1,alpha,alpha,human1,8.018573,-9.317996,0.4570163488388061
131,131,6,alpha,gamma,human1,12.125407,-6.6896687,0.6247430443763733
132,132,3,beta,t_cell,human1,7.123817,20.309784,0.8666478991508484
133,133,4,acinar,acinar,human1,5.8139644,26.780855,0.6616236567497253
134,134,6,alpha,gamma,human1,10.111265,-6.988382,0.488847404718399
135,135,9,beta,quiescent_stellate,human1,10.078229,20.334217,1.618762731552124
136,136,9,beta,quiescent_stellate,human1,5.21165,19.248825,0.6046506762504578
137,137,1,alpha,alpha,human1,7.8885627,-4.9577966,0.4832328259944916
138,138,9,beta,quiescent_stellate,human1,9.99312,20.644285,0.5910406112670898
139,139,2,delta,delta,human1,-10.263419,4.99903,0.8296985626220703
140,140,11,beta,beta,human1,2.6403115,16.484453,0.8124275803565979
141,141,9,beta,quiescent_stellate,human1,7.3398347,20.27584,0.5252875685691833
142,142,9,beta,quiescent_stellate,human1,7.769857,20.09377,0.5146700143814087
143,143,9,beta,quiescent_stellate,human1,7.5300207,19.50267,0.9465471506118774
144,144,9,beta,quiescent_stellate,human1,6.813324,19.994692,0.5834466814994812
145,145,2,delta,delta,human1,-5.685982,6.593294,0.6689594984054565
146,146,9,beta,quiescent_stellate,human1,6.6579156,19.302027,0.6520686745643616
147,147,12,ductal,ductal,human1,18.084324,0.66267914,1.1663092374801636
148,148,12,ductal,ductal,human1,15.256468,2.3172247,1.3254057168960571
149,149,9,beta,quiescent_stellate,human1,6.7206464,19.356777,0.7658123970031738
150,150,9,beta,quiescent_stellate,human1,8.821487,19.736021,1.3153778314590454
151,151,9,beta,quiescent_stellate,human1,6.099982,20.192024,0.7482761740684509
152,152,9,beta,quiescent_stellate,human1,5.213875,19.226603,0.6091739535331726
153,153,2,delta,delta,human1,-9.733612,5.2470164,0.6922093629837036
154,154,9,beta,quiescent_stellate,human1,5.166302,19.604118,0.6115050315856934
155,155,0,activated_stellate,activated_stellate,human1,24.957558,8.704335,1.56457257270813
156,156,9,beta,quiescent_stellate,human1,6.494436,20.1256,0.5456439256668091
157,157,11,beta,beta,human1,1.9475657,15.60624,0.7986131906509399
158,158,1,alpha,alpha,human1,8.348928,-3.2167037,0.5792019367218018
159,159,9,beta,quiescent_stellate,human1,6.737147,19.459415,0.7938809394836426
160,160,1,alpha,alpha,human1,9.64741,-11.145748,0.7138888239860535
161,161,3,beta,t_cell,human1,7.889395,20.618776,0.519942045211792
162,162,2,gamma,delta,human1,-8.294802,4.2916,1.048538327217102
163,163,9,beta,quiescent_stellate,human1,3.3611894,18.187061,0.5685548782348633
164,164,9,beta,quiescent_stellate,human1,6.9956636,19.486883,0.5884495377540588
165,165,9,beta,quiescent_stellate,human1,10.037663,20.203876,0.8854427337646484
166,166,9,beta,quiescent_stellate,human1,6.2411885,19.166721,1.2646676301956177
167,167,9,beta,quiescent_stellate,human1,8.092076,20.46594,0.5076301097869873
168,168,9,beta,quiescent_stellate,human1,4.9755054,19.306774,0.5571594834327698
169,169,9,beta,quiescent_stellate,human1,8.172668,19.573654,0.5500273108482361
170,170,4,acinar,acinar,human1,5.485287,27.401783,0.6397787928581238
171,171,11,beta,beta,human1,1.6399785,14.606644,1.0210002660751345
172,172,4,acinar,acinar,human1,7.713781,24.238058,0.8447291254997253
173,173,9,beta,quiescent_stellate,human1,2.0455763,16.323828,0.5474628806114197
174,174,3,beta,t_cell,human1,6.715898,20.32392,0.8271082639694214
175,175,9,beta,quiescent_stellate,human1,7.3927727,20.284021,0.6156486868858337
176,176,4,acinar,acinar,human1,6.3806186,26.036253,1.0935359001159668
177,177,2,delta,delta,human1,-11.598307,4.4129167,0.7309202551841736
178,178,3,beta,t_cell,human1,9.634811,20.625027,0.6162479519844055
179,179,2,delta,delta,human1,-10.233042,5.010101,0.774328887462616
180,180,3,beta,t_cell,human1,6.317244,19.709873,0.6163815855979919
181,181,4,acinar,acinar,human1,6.871768,25.472164,0.8952938318252563
182,182,6,alpha,gamma,human1,11.138026,-3.9543626,0.5141385793685913
183,183,9,beta,quiescent_stellate,human1,4.932451,19.683496,0.526324450969696
184,184,6,alpha,gamma,human1,10.738674,-8.38538,0.5459664463996887
185,185,9,beta,quiescent_stellate,human1,8.217633,20.161743,0.9906156063079834
186,186,1,alpha,alpha,human1,9.2032795,-10.271659,0.4524542689323425
187,187,5,endothelial,endothelial,human1,5.3509736,20.132439,1.887261152267456
188,188,9,beta,quiescent_stellate,human1,2.724601,16.974186,1.668449640274048
189,189,9,beta,quiescent_stellate,human1,5.2050724,18.843199,0.5633437633514404
190,190,1,alpha,alpha,human1,8.488971,-10.014237,0.7459557056427002
191,191,2,delta,delta,human1,-9.171046,5.828556,0.9346941709518432
192,192,9,beta,quiescent_stellate,human1,3.2287421,18.536253,0.6824506521224976
193,193,9,beta,quiescent_stellate,human1,4.7972717,19.69311,0.5685524344444275
194,194,2,delta,delta,human1,-10.762791,4.803985,0.7381277680397034
195,195,9,beta,quiescent_stellate,human1,9.380325,20.544468,0.5134667754173279
196,196,2,gamma,delta,human1,-5.1028275,3.7016134,1.2013206481933594
197,197,1,alpha,alpha,human1,9.458566,-10.614999,0.6537107825279236
198,198,9,beta,quiescent_stellate,human1,7.84229,20.349903,0.5083858370780945
199,199,9,beta,quiescent_stellate,human1,8.237757,20.312908,0.6877010464668274
200,200,2,delta,delta,human1,-9.047186,5.974092,0.6994752287864685
201,201,1,alpha,alpha,human1,8.248988,-7.8441453,0.5517749190330505
202,202,12,ductal,ductal,human1,18.583508,-0.38219753,1.4177874326705933
203,203,9,beta,quiescent_stellate,human1,8.590091,20.06433,0.5146032571792603
204,204,6,alpha,gamma,human1,11.447672,-6.0739975,0.5264688730239868
205,205,9,beta,quiescent_stellate,human1,7.278196,19.702547,0.6531484723091125
206,206,12,ductal,ductal,human1,16.61555,2.848668,1.219443440437317
207,207,1,alpha,alpha,human1,7.893222,-5.270411,0.622294545173645
208,208,12,ductal,ductal,human1,18.389315,0.13044824,1.0471762418746948
209,209,9,beta,quiescent_stellate,human1,9.69467,20.545086,0.6589269042015076
210,210,9,beta,quiescent_stellate,human1,3.2862391,18.554964,0.7477558255195618
211,211,1,alpha,alpha,human1,7.683623,-4.2221446,0.4748291671276092
212,212,9,beta,quiescent_stellate,human1,3.3776474,17.855711,0.6665996313095093
213,213,3,beta,t_cell,human1,3.2567272,17.320913,0.5639277100563049
214,214,9,quiescent_stellate,quiescent_stellate,human1,22.250406,9.7034235,2.1961796283721924
215,215,12,ductal,ductal,human1,18.203463,0.49830085,0.9727765917778016
216,216,3,ductal,t_cell,human1,15.133566,1.0717643,3.055040121078491
217,217,9,endothelial,quiescent_stellate,human1,22.035627,9.6432295,2.699530839920044
218,218,0,activated_stellate,activated_stellate,human1,25.523352,8.651359,1.64512836933136
219,219,9,beta,quiescent_stellate,human1,3.2801564,18.616564,0.5981772541999817
220,220,2,delta,delta,human1,-9.539565,5.4031873,1.0902197360992432
221,221,2,gamma,delta,human1,-6.6964946,3.5394557,1.1477696895599363
222,222,9,beta,quiescent_stellate,human1,5.828134,18.941257,0.6339152455329895
223,223,9,beta,quiescent_stellate,human1,3.7499046,18.486492,0.9586660861968994
224,224,9,beta,quiescent_stellate,human1,5.67855,19.41134,0.5590907335281372
225,225,1,alpha,alpha,human1,8.330076,-6.8470426,0.449999988079071
226,226,9,beta,quiescent_stellate,human1,8.190736,20.17656,0.5645454525947571
227,227,9,beta,quiescent_stellate,human1,5.264348,18.934322,0.5245779752731323
228,228,2,delta,delta,human1,-10.187039,5.0277867,0.8824142813682556
229,229,3,ductal,t_cell,human1,15.274271,0.54221106,0.956750988960266
230,230,9,beta,quiescent_stellate,human1,6.205905,19.891077,0.5910899639129639
231,231,2,delta,delta,human1,-9.096713,5.9256954,1.0210037231445312
232,232,2,delta,delta,human1,-9.329894,5.65085,0.7147865891456604
233,233,9,beta,quiescent_stellate,human1,4.6656194,19.276236,0.6303430199623108
234,234,2,delta,delta,human1,-9.883253,5.155249,0.7316262722015381
235,235,9,beta,quiescent_stellate,human1,6.2992806,19.208118,0.9086835384368896
236,236,0,activated_stellate,activated_stellate,human1,24.452765,8.667459,1.7786848545074463
237,237,9,beta,quiescent_stellate,human1,5.357534,18.98469,0.6459298729896545
238,238,9,beta,quiescent_stellate,human1,6.472669,19.74301,0.5158449411392212
239,239,2,delta,delta,human1,-6.8655787,7.1258755,1.482014298439026
240,240,9,beta,quiescent_stellate,human1,6.939846,19.562754,0.5581212043762207
241,241,9,quiescent_stellate,quiescent_stellate,human1,22.347986,9.703958,1.4892607927322388
242,242,9,beta,quiescent_stellate,human1,5.8956604,19.93243,0.7536505460739136
243,243,4,acinar,acinar,human1,6.453492,25.95628,0.7437713742256165
244,244,1,alpha,alpha,human1,8.269233,-7.9488454,0.449999988079071
245,245,2,delta,delta,human1,-10.804707,4.786845,0.858144223690033
246,246,9,beta,quiescent_stellate,human1,4.7479787,19.557383,0.6098607778549194
247,247,1,alpha,alpha,human1,8.321401,-3.2878997,0.449999988079071
248,248,3,beta,t_cell,human1,5.119515,19.841192,0.5462221503257751
249,249,5,endothelial,endothelial,human1,-1.1840702,17.162062,1.6605119705200195
250,250,2,delta,delta,human1,-8.453175,6.64159,0.9783389568328856
251,251,2,delta,delta,human1,-4.4381166,5.2344584,0.8799316883087158
252,252,3,beta,t_cell,human1,5.806956,19.933184,0.906551718711853
253,253,11,beta,beta,human1,1.3962225,13.601201,0.7919471859931946
254,254,2,delta,delta,human1,-9.429225,5.5389233,0.8202844262123108
255,255,2,gamma,delta,human1,-7.986493,4.0779934,0.988788902759552
256,256,6,alpha,gamma,human1,10.940548,-3.5201187,0.4564442932605743
257,257,3,beta,t_cell,human1,3.3499877,18.682747,0.67573481798172
258,258,3,beta,t_cell,human1,5.6871853,20.082085,0.5521582365036011
259,259,9,beta,quiescent_stellate,human1,7.5656824,19.531958,0.5766846537590027
260,260,3,ductal,t_cell,human1,15.252095,0.6581933,1.5370887517929075
261,261,2,delta,delta,human1,-9.733125,5.2372117,0.8599974513053894
262,262,1,alpha,alpha,human1,8.449768,-7.420519,0.4610668420791626
263,263,9,beta,quiescent_stellate,human1,5.946093,20.175117,0.6090804934501648
264,264,2,gamma,delta,human1,-6.6980643,3.5393953,1.3699332475662231
265,265,9,beta,quiescent_stellate,human1,7.106035,19.923609,0.6592763662338257
266,266,9,beta,quiescent_stellate,human1,8.268138,19.856255,0.6378933787345886
267,267,11,beta,beta,human1,3.4633992,16.901419,0.6115087270736694
268,268,9,quiescent_stellate,quiescent_stellate,human1,22.396767,9.679987,1.720983624458313
269,269,6,alpha,gamma,human1,11.901914,-7.519407,0.5095422863960266
270,270,2,delta,delta,human1,-10.236,5.006737,0.708773136138916
271,271,1,alpha,alpha,human1,7.9339666,-3.738533,0.655290424823761
272,272,2,endothelial,delta,human1,-4.0148253,4.1371074,2.278742790222168
273,273,6,alpha,gamma,human1,10.310031,-2.644054,0.4511666297912597
274,274,2,delta,delta,human1,-4.6161647,5.4832015,0.8368900418281555
275,275,9,beta,quiescent_stellate,human1,3.1898215,18.243881,0.5002803206443787
276,276,2,gamma,delta,human1,-7.102679,3.653859,1.041835069656372
277,277,12,ductal,ductal,human1,17.283861,2.1264477,1.0335023403167725
278,278,1,alpha,alpha,human1,8.375728,-3.2463875,0.4608882963657379
279,279,6,alpha,gamma,human1,11.251789,-4.1511216,1.4175472259521484
280,280,2,delta,delta,human1,-8.448814,6.645238,1.0166034698486328
281,281,11,beta,beta,human1,3.7061381,16.912027,0.5980425477027893
282,282,9,beta,quiescent_stellate,human1,5.204078,19.185574,0.5578668713569641
283,283,3,ductal,t_cell,human1,15.273143,1.0498306,1.0582691431045532
284,284,1,alpha,alpha,human1,8.431142,-3.3473234,0.4672167599201202
285,285,9,beta,quiescent_stellate,human1,3.6072237,17.975979,0.7474482655525208
286,286,2,delta,delta,human1,-9.750908,5.212849,0.9662100076675416
287,287,13,macrophage,macrophage,human1,1.3762013,3.5085456,2.2918622493743896
288,288,5,endothelial,endothelial,human1,15.019038,15.830717,2.7465412616729736
289,289,11,beta,beta,human1,2.2737625,15.614507,0.6333316564559937
290,290,9,beta,quiescent_stellate,human1,5.869351,20.032549,0.6182289123535156
291,291,9,beta,quiescent_stellate,human1,4.0815725,18.257639,0.6280630826950073
292,292,11,beta,beta,human1,2.593157,16.390253,1.0546774864196775
293,293,9,beta,quiescent_stellate,human1,7.1175423,19.979237,0.5468288660049438
294,294,9,beta,quiescent_stellate,human1,2.7767375,17.8916,0.8525964617729187
295,295,9,beta,quiescent_stellate,human1,4.5080686,19.31792,0.5413544774055481
296,296,9,beta,quiescent_stellate,human1,1.9615349,15.759879,1.605064034461975
297,297,9,beta,quiescent_stellate,human1,7.528081,19.762123,0.5693391561508179
298,298,9,beta,quiescent_stellate,human1,4.395833,19.381996,0.6028493046760559
299,299,9,beta,quiescent_stellate,human1,4.14022,18.273056,1.0379465818405151
300,300,2,gamma,delta,human1,-7.123137,3.6674094,1.0110840797424316
301,301,5,endothelial,endothelial,human1,15.007166,15.813792,1.9539765119552608
302,302,3,beta,t_cell,human1,1.6619893,16.15053,0.5695444941520691
303,303,9,beta,quiescent_stellate,human1,4.8376517,19.768875,0.6988308429718018
304,304,9,beta,quiescent_stellate,human1,7.789329,19.499596,0.8330852389335632
305,305,2,delta,delta,human1,-9.000049,6.039195,0.8213658332824707
306,306,11,beta,beta,human1,2.3159711,16.396006,0.5386912226676941
307,307,2,gamma,delta,human1,-7.0721207,3.6472714,1.0120259523391724
308,308,2,epsilon,delta,human1,-4.826588,3.8214173,1.864218831062317
309,309,2,delta,delta,human1,-7.5892816,7.101251,0.6860847473144531
310,310,3,beta,t_cell,human1,2.9214864,18.079111,0.6434463262557983
311,311,9,beta,quiescent_stellate,human1,2.7648535,17.63533,0.544377863407135
312,312,2,gamma,delta,human1,-5.3276563,3.6280243,1.000401735305786
313,313,9,beta,quiescent_stellate,human1,2.7348115,17.841797,0.6977688074111938
314,314,2,beta,delta,human1,-3.676741,4.2827992,1.8186193704605105
315,315,9,beta,quiescent_stellate,human1,1.256339,14.153328,0.6343348622322083
316,316,3,beta,t_cell,human1,4.720472,19.754894,0.5560722947120667
317,317,9,beta,quiescent_stellate,human1,2.1917064,16.98472,0.7422675490379333
318,318,5,endothelial,endothelial,human1,-1.3271003,16.854172,1.541059136390686
319,319,3,beta,t_cell,human1,4.83553,19.750948,0.5728863477706909
320,320,2,delta,delta,human1,-8.778896,6.331666,0.8678818345069885
321,321,1,alpha,alpha,human1,8.495128,-7.362507,0.5310982465744019
322,322,2,epsilon,delta,human1,-2.5909574,4.648185,2.5147705078125
323,323,1,alpha,alpha,human1,9.552137,-10.763379,0.482644647359848
324,324,9,quiescent_stellate,quiescent_stellate,human1,21.926048,9.5969515,1.8202768564224243
325,325,6,alpha,gamma,human1,9.568679,-2.6225808,0.7119421362876892
326,326,1,alpha,alpha,human1,7.9181147,-5.083557,0.5050458908081055
327,327,9,beta,quiescent_stellate,human1,3.2348692,18.375736,0.5425320863723755
328,328,9,beta,quiescent_stellate,human1,4.585345,19.52832,0.7705628275871277
329,329,3,ductal,t_cell,human1,14.998246,1.8918473,3.1884591579437256
330,330,9,beta,quiescent_stellate,human1,4.9601808,18.78683,1.2804094552993774
331,331,6,alpha,gamma,human1,12.071036,-7.00796,0.5439972877502441
332,332,9,beta,quiescent_stellate,human1,3.5135267,17.90131,0.5547407269477844
333,333,6,alpha,gamma,human1,10.688268,-3.3751483,0.4630445837974548
334,334,11,beta,beta,human1,1.3369803,12.664691,1.077241063117981
335,335,9,beta,quiescent_stellate,human1,3.3555367,17.785763,1.2640095949172974
336,336,2,delta,delta,human1,-6.73767,7.108814,0.8433824777603149
337,337,2,delta,delta,human1,-7.62745,7.095404,1.0493803024291992
338,338,3,beta,t_cell,human1,2.8516188,18.022415,0.5490947961807251
339,339,9,beta,quiescent_stellate,human1,3.6411738,17.949154,1.0706853866577148
340,340,11,beta,beta,human1,1.998664,12.407305,0.8728100657463074
341,341,12,ductal,ductal,human1,17.441952,1.8462368,3.214996814727783
342,342,4,acinar,acinar,human1,6.9608817,25.382332,0.8900150656700134
343,343,9,beta,quiescent_stellate,human1,4.407156,19.050781,0.5806387066841125
344,344,11,alpha,beta,human1,1.714769,15.101569,1.6315876245498655
345,345,9,beta,quiescent_stellate,human1,7.326419,19.779528,0.5773187875747681
346,346,9,beta,quiescent_stellate,human1,3.2894416,18.48572,0.5891925096511841
347,347,6,alpha,gamma,human1,11.187602,-5.5867734,0.449999988079071
348,348,9,beta,quiescent_stellate,human1,1.2117981,14.101714,0.5362583994865417
349,349,9,quiescent_stellate,quiescent_stellate,human1,22.227804,9.703055,1.571494221687317
350,350,9,beta,quiescent_stellate,human1,5.2109084,19.2402,0.5313962697982788
351,351,2,gamma,delta,human1,-4.384799,4.023646,1.7469825744628906
352,352,11,beta,beta,human1,1.456326,14.196983,0.693339467048645
353,353,2,gamma,delta,human1,-6.7340093,3.5365412,0.9875470995903016
354,354,5,endothelial,endothelial,human1,15.0091715,15.819827,1.6812108755111694
355,355,9,beta,quiescent_stellate,human1,2.729886,17.820845,0.8328816890716553
356,356,1,alpha,alpha,human1,8.468962,-7.3291907,0.4566100537776947
357,357,8,schwann,schwann,human1,22.806103,8.580566,4.189763069152832
358,358,9,beta,quiescent_stellate,human1,5.3045354,19.237864,0.6337612271308899
359,359,9,quiescent_stellate,quiescent_stellate,human1,22.018497,9.6414995,1.5530216693878174
360,360,5,endothelial,endothelial,human1,-1.3303646,16.852343,1.530887007713318
361,361,2,gamma,delta,human1,-3.8793073,4.194559,1.445473313331604
362,362,9,beta,quiescent_stellate,human1,4.393834,19.23704,0.6219945549964905
