cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch,umap_1,umap_2,scraw_reconstruction_weight
70,70,10,beta,beta,human1,-7.484267,12.151635,1.1674054861068726
71,71,10,beta,beta,human1,-7.2772155,11.635502,1.0225207805633545
72,72,10,beta,beta,human1,-7.9332495,13.199631,0.6346282362937927
73,73,4,delta,delta,human1,3.752623,11.144113,1.1029205322265625
74,74,10,beta,beta,human1,-8.571679,11.738269,0.7483839988708496
75,75,10,beta,beta,human1,-7.875665,12.027307,0.7928645014762878
76,76,4,delta,delta,human1,3.1952376,11.088626,1.0581035614013672
77,77,10,beta,beta,human1,-7.912496,11.986083,1.3205825090408323
78,78,10,beta,beta,human1,-8.614685,12.983968,0.6362199783325195
79,79,10,beta,beta,human1,-7.479348,12.560032,0.6724403500556946
80,80,10,beta,beta,human1,-6.626187,11.08344,0.7556906342506409
81,81,10,beta,beta,human1,-9.185754,10.861508,0.8110617399215698
82,82,10,beta,beta,human1,-8.967313,12.349116,0.6888071894645691
83,83,8,acinar,acinar,human1,9.336317,18.383183,0.8047484159469604
84,84,5,activated_stellate,activated_stellate,human1,-9.790638,21.89631,1.5242862701416016
85,85,4,delta,delta,human1,2.9903474,10.604617,0.7249497175216675
86,86,4,delta,delta,human1,3.0397906,10.4665,0.7069399952888489
87,87,10,beta,beta,human1,-8.41743,11.160564,0.6312235593795776
88,88,10,beta,beta,human1,-7.8721614,11.687047,1.1527013778686523
89,89,10,beta,beta,human1,-7.433726,11.779579,0.7316355109214783
90,90,10,beta,beta,human1,-9.261777,11.549533,0.7239780426025391
91,91,10,beta,beta,human1,-8.980687,12.599157,0.6634870171546936
92,92,10,beta,beta,human1,-7.7186646,12.536675,0.7646790742874146
93,93,10,beta,beta,human1,-9.010743,12.912837,1.0301569700241089
94,94,10,beta,beta,human1,-9.222624,11.565627,0.7501150369644165
95,95,10,beta,beta,human1,-7.6612625,11.15089,1.4917877912521362
96,96,10,beta,beta,human1,-7.907423,12.852794,1.005265474319458
97,97,4,delta,delta,human1,3.270158,11.580868,0.9540913105010986
98,98,4,delta,delta,human1,3.2514162,10.82235,0.929763674736023
99,99,10,beta,beta,human1,-6.9470816,12.003217,0.5913417339324951
100,100,4,delta,delta,human1,3.3656404,11.516873,0.8374493718147278
101,101,3,alpha,alpha,human1,-5.504901,-1.6970446,0.4543926417827606
102,102,3,alpha,alpha,human1,-6.074861,-1.9100301,0.5114198327064514
103,103,4,delta,delta,human1,3.3535202,11.23959,0.742260754108429
104,104,10,beta,beta,human1,-8.365202,13.220925,0.6039228439331055
105,105,10,beta,beta,human1,-9.056589,12.105705,0.5142070651054382
106,106,10,beta,beta,human1,-8.595632,12.409306,1.2250075340270996
107,107,10,beta,beta,human1,-8.263857,10.79262,0.5191917419433594
108,108,8,acinar,acinar,human1,9.117245,18.56068,0.735672652721405
109,109,4,delta,delta,human1,2.6681776,10.988966,1.22574782371521
110,110,10,beta,beta,human1,-9.861974,12.529446,0.9098691940307616
111,111,10,beta,beta,human1,-8.237734,12.782895,0.609656035900116
112,112,4,delta,delta,human1,3.410745,11.533947,0.864855170249939
113,113,10,beta,beta,human1,-6.834074,11.288382,0.6990082859992981
114,114,10,beta,beta,human1,-8.711037,11.8476715,0.6131215691566467
115,115,10,beta,beta,human1,-10.060527,12.009721,0.5830574631690979
116,116,4,delta,delta,human1,3.301022,11.620151,0.780005156993866
117,117,10,beta,beta,human1,-8.089605,11.51197,0.641380250453949
118,118,4,delta,delta,human1,2.4876893,11.066392,0.7534120678901672
119,119,10,beta,beta,human1,-8.950877,11.889937,0.6754701137542725
120,120,10,beta,beta,human1,-6.7349586,12.036008,0.5227452516555786
121,121,10,beta,beta,human1,-9.140627,12.044789,0.6453946828842163
122,122,4,epsilon,delta,human1,2.6695313,11.217171,1.172715187072754
123,123,10,beta,beta,human1,-9.047207,13.018402,0.6994441151618958
124,124,10,beta,beta,human1,-8.173333,11.26497,0.8841696381568909
125,125,10,beta,beta,human1,-7.4296937,11.4440365,0.5953612327575684
126,126,4,delta,delta,human1,3.5746977,11.367575,0.8176059722900391
127,127,10,beta,beta,human1,-7.7942348,11.01854,0.8022359013557434
128,128,4,delta,delta,human1,2.4611876,10.91711,0.6716198325157166
129,129,10,beta,beta,human1,-7.2967186,12.055127,0.5982916355133057
130,130,3,alpha,alpha,human1,-5.928896,-2.522096,0.4570163488388061
131,131,3,alpha,alpha,human1,-6.323223,-1.6565131,0.6247430443763733
132,132,10,beta,beta,human1,-6.640147,12.733944,0.8666478991508484
133,133,8,acinar,acinar,human1,8.669905,19.086542,0.6616236567497253
134,134,3,alpha,alpha,human1,-6.490525,-1.9866662,0.488847404718399
135,135,10,beta,beta,human1,-8.427979,11.994916,1.618762731552124
136,136,10,beta,beta,human1,-7.041381,11.390368,0.6046506762504578
137,137,3,alpha,alpha,human1,-5.3727427,-2.7137675,0.4832328259944916
138,138,10,beta,beta,human1,-6.777836,12.270004,0.5910406112670898
139,139,4,delta,delta,human1,3.1832957,10.926523,0.8296985626220703
140,140,10,beta,beta,human1,-7.7305655,12.520416,0.8124275803565979
141,141,10,beta,beta,human1,-9.565943,11.60147,0.5252875685691833
142,142,10,beta,beta,human1,-8.596838,11.659169,0.5146700143814087
143,143,10,beta,beta,human1,-9.929289,12.716227,0.9465471506118774
144,144,10,beta,beta,human1,-8.591327,12.017002,0.5834466814994812
145,145,4,delta,delta,human1,3.669039,10.800537,0.6689594984054565
146,146,10,beta,beta,human1,-7.2583065,12.7963,0.6520686745643616
147,147,2,ductal,ductal,human1,-2.7699378,23.435839,1.1663092374801636
148,148,11,ductal,t_cell,human1,12.118096,8.096615,1.3254057168960571
149,149,10,beta,beta,human1,-8.995303,12.385544,0.7658123970031738
150,150,10,beta,beta,human1,-9.600037,11.785803,1.3153778314590454
151,151,10,beta,beta,human1,-7.264463,12.400153,0.7482761740684509
152,152,10,beta,beta,human1,-9.175359,11.821245,0.6091739535331726
153,153,4,delta,delta,human1,4.003521,11.313595,0.6922093629837036
154,154,10,beta,beta,human1,-9.819757,12.227656,0.6115050315856934
155,155,5,activated_stellate,activated_stellate,human1,-9.396078,21.887384,1.56457257270813
156,156,10,beta,beta,human1,-7.7371526,11.639904,0.5456439256668091
157,157,10,beta,beta,human1,-8.023194,11.7665,0.7986131906509399
158,158,3,alpha,alpha,human1,-5.1043067,-1.5962114,0.5792019367218018
159,159,10,beta,beta,human1,-8.994678,10.485514,0.7938809394836426
160,160,3,alpha,alpha,human1,-6.006948,-2.780328,0.7138888239860535
161,161,10,beta,beta,human1,-9.008782,12.725241,0.519942045211792
162,162,12,gamma,gamma,human1,-0.41148147,-9.218141,1.048538327217102
163,163,10,beta,beta,human1,-8.782631,12.355055,0.5685548782348633
164,164,10,beta,beta,human1,-9.003535,11.332212,0.5884495377540588
165,165,10,beta,beta,human1,-9.51282,12.031677,0.8854427337646484
166,166,10,beta,beta,human1,-8.9548435,13.109221,1.2646676301956177
167,167,10,beta,beta,human1,-8.111709,10.7254505,0.5076301097869873
168,168,10,beta,beta,human1,-7.1962867,12.14935,0.5571594834327698
169,169,10,beta,beta,human1,-6.8703,11.597779,0.5500273108482361
170,170,8,acinar,acinar,human1,9.01173,18.990898,0.6397787928581238
171,171,10,beta,beta,human1,-7.741258,11.521773,1.0210002660751345
172,172,8,acinar,acinar,human1,8.4419565,18.013317,0.8447291254997253
173,173,10,beta,beta,human1,-8.464711,12.411031,0.5474628806114197
174,174,10,beta,beta,human1,-9.093653,12.887316,0.8271082639694214
175,175,10,beta,beta,human1,-8.873316,12.628421,0.6156486868858337
176,176,8,acinar,acinar,human1,8.928975,18.05618,1.0935359001159668
177,177,4,delta,delta,human1,2.5056944,10.499408,0.7309202551841736
178,178,10,beta,beta,human1,-9.374015,13.244377,0.6162479519844055
179,179,4,delta,delta,human1,2.679107,10.483904,0.774328887462616
180,180,10,beta,beta,human1,-8.698923,13.161302,0.6163815855979919
181,181,8,acinar,acinar,human1,8.81126,17.65345,0.8952938318252563
182,182,3,alpha,alpha,human1,-6.1269956,-2.010767,0.5141385793685913
183,183,10,beta,beta,human1,-8.837504,11.025287,0.526324450969696
184,184,3,alpha,alpha,human1,-6.1695642,-2.864032,0.5459664463996887
185,185,10,beta,beta,human1,-7.358278,12.312516,0.9906156063079834
186,186,3,alpha,alpha,human1,-5.678833,-2.3882642,0.4524542689323425
187,187,3,endothelial,alpha,human1,-5.6536436,-2.5172973,1.887261152267456
188,188,10,beta,beta,human1,-7.766458,11.391361,1.668449640274048
189,189,10,beta,beta,human1,-7.6344485,11.180693,0.5633437633514404
190,190,1,alpha,mast,human1,8.874862,-0.942921,0.7459557056427002
191,191,4,delta,delta,human1,3.232253,11.464237,0.9346941709518432
192,192,10,beta,beta,human1,-9.376455,12.614375,0.6824506521224976
193,193,10,beta,beta,human1,-8.265923,12.774661,0.5685524344444275
194,194,4,delta,delta,human1,2.534183,10.621906,0.7381277680397034
195,195,10,beta,beta,human1,-7.3183775,11.264107,0.5134667754173279
196,196,12,gamma,gamma,human1,-0.30453137,-9.236813,1.2013206481933594
197,197,3,alpha,alpha,human1,-6.1327868,-1.7314996,0.6537107825279236
198,198,10,beta,beta,human1,-8.540052,11.102327,0.5083858370780945
199,199,10,beta,beta,human1,-9.282745,11.190085,0.6877010464668274
200,200,4,delta,delta,human1,3.3015313,11.085573,0.6994752287864685
201,201,3,alpha,alpha,human1,-5.725171,-1.7538112,0.5517749190330505
202,202,2,ductal,ductal,human1,-3.0710144,23.741991,1.4177874326705933
203,203,10,beta,beta,human1,-8.661958,10.933655,0.5146032571792603
204,204,3,alpha,alpha,human1,-5.4883885,-2.5434265,0.5264688730239868
205,205,10,beta,beta,human1,-9.027987,11.4750185,0.6531484723091125
206,206,2,ductal,ductal,human1,-2.7307625,23.702036,1.219443440437317
207,207,3,alpha,alpha,human1,-5.502646,-1.980277,0.622294545173645
208,208,2,ductal,ductal,human1,-2.3883505,23.540575,1.0471762418746948
209,209,10,beta,beta,human1,-9.66359,11.2034855,0.6589269042015076
210,210,10,beta,beta,human1,-6.459745,11.845282,0.7477558255195618
211,211,3,alpha,alpha,human1,-5.592625,-2.8807602,0.4748291671276092
212,212,10,beta,beta,human1,-8.096848,11.307505,0.6665996313095093
213,213,10,beta,beta,human1,-7.6462593,11.023845,0.5639277100563049
214,214,9,quiescent_stellate,quiescent_stellate,human1,15.758268,-1.2292281,2.1961796283721924
215,215,2,ductal,ductal,human1,-2.8050814,23.347599,0.9727765917778016
216,216,11,ductal,t_cell,human1,12.063758,7.7354336,3.055040121078491
217,217,9,endothelial,quiescent_stellate,human1,15.705641,-1.322717,2.699530839920044
218,218,5,activated_stellate,activated_stellate,human1,-9.740569,21.668463,1.64512836933136
219,219,10,beta,beta,human1,-9.000049,12.770284,0.5981772541999817
220,220,4,delta,delta,human1,3.3176851,11.637406,1.0902197360992432
221,221,12,gamma,gamma,human1,-0.5366061,-9.300827,1.1477696895599363
222,222,10,beta,beta,human1,-9.278936,11.894171,0.6339152455329895
223,223,10,beta,beta,human1,-8.538909,12.619534,0.9586660861968994
224,224,10,beta,beta,human1,-8.2399435,12.2453985,0.5590907335281372
225,225,3,alpha,alpha,human1,-5.347252,-2.8448935,0.449999988079071
226,226,10,beta,beta,human1,-7.5529776,11.568354,0.5645454525947571
227,227,10,beta,beta,human1,-8.827249,12.447926,0.5245779752731323
228,228,4,delta,delta,human1,3.2264106,10.995145,0.8824142813682556
229,229,11,ductal,t_cell,human1,12.110089,7.7240334,0.956750988960266
230,230,10,beta,beta,human1,-6.9492974,12.925775,0.5910899639129639
231,231,4,delta,delta,human1,3.6901453,11.476311,1.0210037231445312
232,232,4,delta,delta,human1,3.4480522,11.339775,0.7147865891456604
233,233,10,beta,beta,human1,-8.039813,12.263809,0.6303430199623108
234,234,4,delta,delta,human1,2.6030164,10.420819,0.7316262722015381
235,235,10,beta,beta,human1,-8.432707,11.168992,0.9086835384368896
236,236,5,activated_stellate,activated_stellate,human1,-9.38242,21.847229,1.7786848545074463
237,237,10,beta,beta,human1,-7.8231645,11.693388,0.6459298729896545
238,238,10,beta,beta,human1,-6.993792,12.857799,0.5158449411392212
239,239,4,delta,delta,human1,2.8567579,11.617624,1.482014298439026
240,240,10,beta,beta,human1,-6.320725,12.06239,0.5581212043762207
241,241,9,quiescent_stellate,quiescent_stellate,human1,15.500819,-1.3143194,1.4892607927322388
242,242,10,beta,beta,human1,-7.461108,11.092372,0.7536505460739136
243,243,8,acinar,acinar,human1,9.165521,18.652271,0.7437713742256165
244,244,3,alpha,alpha,human1,-6.0034137,-1.3230157,0.449999988079071
245,245,4,delta,delta,human1,3.3316767,11.490151,0.858144223690033
246,246,10,beta,beta,human1,-10.122966,12.226813,0.6098607778549194
247,247,3,alpha,alpha,human1,-6.151063,-1.3285369,0.449999988079071
248,248,10,beta,beta,human1,-7.5562963,10.926857,0.5462221503257751
249,249,7,endothelial,endothelial,human1,-7.604264,-10.22858,1.6605119705200195
250,250,4,delta,delta,human1,2.7803907,10.494349,0.9783389568328856
251,251,4,delta,delta,human1,3.4732778,11.449176,0.8799316883087158
252,252,10,beta,beta,human1,-8.676771,12.780949,0.906551718711853
253,253,10,beta,beta,human1,-6.2870307,11.906101,0.7919471859931946
254,254,4,delta,delta,human1,2.5525045,11.200247,0.8202844262123108
255,255,12,gamma,gamma,human1,-0.4648918,-8.96821,0.988788902759552
256,256,3,alpha,alpha,human1,-5.751893,-2.9295247,0.4564442932605743
257,257,10,beta,beta,human1,-7.1638045,13.219994,0.67573481798172
258,258,10,beta,beta,human1,-7.786617,12.273925,0.5521582365036011
259,259,10,beta,beta,human1,-8.107614,12.469268,0.5766846537590027
260,260,11,ductal,t_cell,human1,11.870076,7.9459624,1.5370887517929075
261,261,4,delta,delta,human1,3.3072178,11.426572,0.8599974513053894
262,262,3,alpha,alpha,human1,-5.805584,-1.1780975,0.4610668420791626
263,263,10,beta,beta,human1,-7.405182,12.873316,0.6090804934501648
264,264,12,gamma,gamma,human1,-0.79663396,-8.930879,1.3699332475662231
265,265,10,beta,beta,human1,-8.190162,13.171208,0.6592763662338257
266,266,10,beta,beta,human1,-6.200157,11.580506,0.6378933787345886
267,267,10,beta,beta,human1,-6.2204504,12.486474,0.6115087270736694
268,268,9,quiescent_stellate,quiescent_stellate,human1,15.530009,-1.2724488,1.720983624458313
269,269,3,alpha,alpha,human1,-6.143073,-2.4610014,0.5095422863960266
270,270,4,delta,delta,human1,3.2265897,11.444391,0.708773136138916
271,271,3,alpha,alpha,human1,-6.2854395,-2.2045395,0.655290424823761
272,272,7,endothelial,endothelial,human1,-6.866612,-10.513695,2.278742790222168
273,273,3,alpha,alpha,human1,-5.7546234,-2.5539513,0.4511666297912597
274,274,4,delta,delta,human1,2.732815,11.597776,0.8368900418281555
275,275,10,beta,beta,human1,-6.687016,11.664579,0.5002803206443787
276,276,12,gamma,gamma,human1,-0.57042927,-9.019857,1.041835069656372
277,277,2,ductal,ductal,human1,-2.593585,23.83783,1.0335023403167725
278,278,3,alpha,alpha,human1,-5.566781,-1.3977306,0.4608882963657379
279,279,3,alpha,alpha,human1,-6.1256156,-1.9601647,1.4175472259521484
280,280,4,delta,delta,human1,3.1643732,11.4883795,1.0166034698486328
281,281,10,beta,beta,human1,-8.078713,11.915254,0.5980425477027893
282,282,10,beta,beta,human1,-8.967171,13.270191,0.5578668713569641
283,283,11,ductal,t_cell,human1,12.025855,7.9043503,1.0582691431045532
284,284,3,alpha,alpha,human1,-5.546843,-2.0269578,0.4672167599201202
285,285,10,beta,beta,human1,-8.220106,11.885209,0.7474482655525208
286,286,4,delta,delta,human1,3.2269614,10.747455,0.9662100076675416
287,287,13,macrophage,macrophage,human1,3.5642848,5.9747806,2.2918622493743896
288,288,7,endothelial,endothelial,human1,-7.148208,-10.381665,2.7465412616729736
289,289,10,beta,beta,human1,-8.629249,10.855589,0.6333316564559937
290,290,10,beta,beta,human1,-9.4200115,12.329949,0.6182289123535156
291,291,10,beta,beta,human1,-7.4276423,11.698251,0.6280630826950073
292,292,10,beta,beta,human1,-6.9815545,11.732413,1.0546774864196775
293,293,10,beta,beta,human1,-10.023372,12.588441,0.5468288660049438
294,294,10,beta,beta,human1,-8.6460285,12.700617,0.8525964617729187
295,295,10,beta,beta,human1,-8.960825,12.381503,0.5413544774055481
296,296,10,beta,beta,human1,-8.5755825,12.530791,1.605064034461975
297,297,10,beta,beta,human1,-7.784657,11.095237,0.5693391561508179
298,298,10,beta,beta,human1,-9.176732,10.950268,0.6028493046760559
299,299,10,beta,beta,human1,-7.3151426,12.469671,1.0379465818405151
300,300,12,gamma,gamma,human1,-0.4126311,-9.211128,1.0110840797424316
301,301,7,endothelial,endothelial,human1,-6.368939,-10.8125515,1.9539765119552608
302,302,10,beta,beta,human1,-8.59114,12.264452,0.5695444941520691
303,303,10,beta,beta,human1,-7.9469185,12.840957,0.6988308429718018
304,304,10,beta,beta,human1,-8.063205,12.516652,0.8330852389335632
305,305,4,delta,delta,human1,2.6749623,10.4131155,0.8213658332824707
306,306,10,beta,beta,human1,-6.764981,11.339487,0.5386912226676941
307,307,12,gamma,gamma,human1,-0.45026022,-9.224811,1.0120259523391724
308,308,12,epsilon,gamma,human1,-0.4918968,-9.142226,1.864218831062317
309,309,4,delta,delta,human1,3.152861,11.510636,0.6860847473144531
310,310,10,beta,beta,human1,-9.044511,12.221366,0.6434463262557983
311,311,10,beta,beta,human1,-7.393703,10.824094,0.544377863407135
312,312,12,gamma,gamma,human1,-0.5186797,-9.030584,1.000401735305786
313,313,10,beta,beta,human1,-8.526089,11.34696,0.6977688074111938
314,314,12,beta,gamma,human1,-0.62724817,-8.885352,1.8186193704605105
315,315,10,beta,beta,human1,-6.3734026,12.0609,0.6343348622322083
316,316,10,beta,beta,human1,-6.5819907,11.217197,0.5560722947120667
317,317,10,beta,beta,human1,-7.964135,12.137313,0.7422675490379333
318,318,7,endothelial,endothelial,human1,-6.9293623,-10.47913,1.541059136390686
319,319,10,beta,beta,human1,-7.725489,12.260323,0.5728863477706909
320,320,4,delta,delta,human1,3.9908552,11.373359,0.8678818345069885
321,321,1,alpha,mast,human1,8.399776,-1.1743445,0.5310982465744019
322,322,12,epsilon,gamma,human1,-0.63392776,-9.358979,2.5147705078125
323,323,3,alpha,alpha,human1,-5.558208,-1.913596,0.482644647359848
324,324,9,quiescent_stellate,quiescent_stellate,human1,15.920317,-1.2506793,1.8202768564224243
325,325,3,alpha,alpha,human1,-5.9322414,-1.890639,0.7119421362876892
326,326,3,alpha,alpha,human1,-5.7401757,-1.4659381,0.5050458908081055
327,327,10,beta,beta,human1,-7.8348923,10.88716,0.5425320863723755
328,328,10,beta,beta,human1,-9.349104,12.143874,0.7705628275871277
329,329,11,ductal,t_cell,human1,12.14182,7.3151307,3.1884591579437256
330,330,10,beta,beta,human1,-7.976196,11.687882,1.2804094552993774
331,331,3,alpha,alpha,human1,-5.711297,-1.4200203,0.5439972877502441
332,332,10,beta,beta,human1,-7.1733317,12.09111,0.5547407269477844
333,333,3,alpha,alpha,human1,-5.9986944,-2.4445093,0.4630445837974548
334,334,10,beta,beta,human1,-8.414918,11.683432,1.077241063117981
335,335,10,beta,beta,human1,-7.665791,12.182207,1.2640095949172974
336,336,4,delta,delta,human1,3.1297448,11.072983,0.8433824777603149
337,337,4,delta,delta,human1,3.0942068,10.719511,1.0493803024291992
338,338,10,beta,beta,human1,-7.4135013,13.224377,0.5490947961807251
339,339,10,beta,beta,human1,-8.0928,12.272767,1.0706853866577148
340,340,10,beta,beta,human1,-7.5974927,12.417237,0.8728100657463074
341,341,2,ductal,ductal,human1,-3.215481,23.718079,3.214996814727783
342,342,8,acinar,acinar,human1,8.889098,17.712744,0.8900150656700134
343,343,10,beta,beta,human1,-7.2564797,12.80146,0.5806387066841125
344,344,10,alpha,beta,human1,-9.972011,11.876591,1.6315876245498655
345,345,10,beta,beta,human1,-8.013616,12.3994055,0.5773187875747681
346,346,10,beta,beta,human1,-9.152262,12.430897,0.5891925096511841
347,347,3,alpha,alpha,human1,-5.5069127,-1.4144386,0.449999988079071
348,348,10,beta,beta,human1,-7.3430576,11.884445,0.5362583994865417
349,349,9,quiescent_stellate,quiescent_stellate,human1,15.885554,-1.2428216,1.571494221687317
350,350,10,beta,beta,human1,-10.123514,12.306764,0.5313962697982788
351,351,12,gamma,gamma,human1,-0.4372451,-9.118222,1.7469825744628906
352,352,10,beta,beta,human1,-6.573106,12.627411,0.693339467048645
353,353,12,gamma,gamma,human1,-0.7517154,-9.121852,0.9875470995903016
354,354,7,endothelial,endothelial,human1,-7.6033707,-10.241966,1.6812108755111694
355,355,10,beta,beta,human1,-8.271998,11.372868,0.8328816890716553
356,356,3,alpha,alpha,human1,-6.365525,-2.1228871,0.4566100537776947
357,357,9,schwann,quiescent_stellate,human1,16.060616,-1.1042303,4.189763069152832
358,358,10,beta,beta,human1,-7.2487035,12.473848,0.6337612271308899
359,359,9,quiescent_stellate,quiescent_stellate,human1,15.847807,-1.2223507,1.5530216693878174
360,360,7,endothelial,endothelial,human1,-6.553211,-10.699006,1.530887007713318
361,361,12,gamma,gamma,human1,-0.5995998,-9.297572,1.445473313331604
362,362,10,beta,beta,human1,-9.270762,13.09949,0.6219945549964905
363,363,10,beta,beta,human1,-7.143451,11.369396,0.6250771284103394
364,364,3,alpha,alpha,human1,-5.957104,-1.8850194,0.469208151102066
365,365,3,alpha,alpha,human1,-5.329883,-1.627052,0.4533148407936096
366,366,12,gamma,gamma,human1,-0.38562053,-9.152364,0.9995319843292236
367,367,10,beta,beta,human1,-7.5854588,12.671235,0.5137407779693604
368,368,10,beta,beta,human1,-7.047241,11.6066675,0.9002546668052673
369,369,4,delta,delta,human1,3.8749151,11.283288,0.8936250805854797
370,370,8,acinar,acinar,human1,9.289349,19.410307,0.6385834217071533
371,371,8,acinar,acinar,human1,9.078951,17.726292,0.7220585346221924
372,372,12,gamma,gamma,human1,-0.308124,-9.194975,1.0373910665512085
373,373,2,ductal,ductal,human1,-2.9618914,23.300701,1.08954119682312
374,374,11,ductal,t_cell,human1,12.056986,7.835458,1.2121155261993408
375,375,10,endothelial,beta,human1,-8.273547,12.230318,2.4445903301239014
376,376,4,delta,delta,human1,3.4545355,10.690881,0.8877295255661011
377,377,10,beta,beta,human1,-8.309876,11.840789,1.0844005346298218
378,378,10,beta,beta,human1,-7.4261866,11.068394,0.6594365835189819
379,379,7,endothelial,endothelial,human1,-6.7077417,-10.585251,1.9907621145248413
380,380,1,alpha,mast,human1,8.377338,-0.77673936,0.794389545917511
