cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch,umap_1,umap_2,scraw_reconstruction_weight
45,45,13,activated_stellate,activated_stellate,human1,5.7158833,15.536941,1.7271366119384766
46,46,9,acinar,acinar,human1,12.291301,5.7520247,0.7827733159065247
47,47,13,activated_stellate,activated_stellate,human1,6.375894,15.685743,1.790290594100952
48,48,12,delta,delta,human1,1.5268383,11.383248,0.998740255832672
49,49,1,beta,beta,human1,-5.6975093,11.774143,0.6205472946166992
50,50,12,delta,delta,human1,1.2074633,11.0483675,0.903173327445984
51,51,1,beta,beta,human1,-4.6821275,12.232526,0.7638236880302429
52,52,9,acinar,acinar,human1,12.318553,5.8203735,0.6917538642883301
53,53,1,beta,beta,human1,-3.5496628,12.095357,0.683686375617981
54,54,1,beta,beta,human1,-4.048419,11.685628,0.6839308142662048
55,55,13,activated_stellate,activated_stellate,human1,5.847374,15.600049,1.521905541419983
56,56,1,beta,beta,human1,-5.164305,12.49785,0.8085666298866272
57,57,1,beta,beta,human1,-3.9171467,11.780744,0.5766910314559937
58,58,1,beta,beta,human1,-4.2880177,12.031987,0.634448766708374
59,59,1,beta,beta,human1,-1.7363709,12.106116,1.257260799407959
60,60,4,ductal,epsilon,human1,12.297745,-7.267061,1.1183382272720337
61,61,2,alpha,gamma,human1,0.0054523814,-1.133691,0.5197798013687134
62,62,1,beta,beta,human1,-1.7436572,12.089348,1.0988916158676147
63,63,5,ductal,ductal,human1,12.237203,-8.461423,1.6427966356277466
64,64,5,ductal,ductal,human1,12.743903,-7.332481,2.630362272262573
65,65,9,acinar,acinar,human1,12.28192,6.01198,0.7001509070396423
66,66,7,alpha,alpha,human1,-0.320574,-0.4197622,0.4695757031440735
67,67,1,beta,beta,human1,-4.6527247,12.409979,1.0795742273330688
68,68,12,delta,delta,human1,1.4524804,11.318619,0.8159298300743103
69,69,7,alpha,alpha,human1,-0.44248512,0.6995162,0.449999988079071
70,70,1,beta,beta,human1,-1.9924084,11.915956,1.1674054861068726
71,71,1,beta,beta,human1,-1.9636915,11.909393,1.0225207805633545
72,72,1,beta,beta,human1,-3.5813327,11.86178,0.6346282362937927
73,73,12,delta,delta,human1,1.6948324,11.375326,1.1029205322265625
74,74,1,beta,beta,human1,-5.072894,12.89939,0.7483839988708496
75,75,1,beta,beta,human1,-4.484514,12.024675,0.7928645014762878
76,76,12,delta,delta,human1,2.084027,11.160514,1.0581035614013672
77,77,1,beta,beta,human1,-5.213401,11.947896,1.3205825090408323
78,78,1,beta,beta,human1,-4.5141373,12.485399,0.6362199783325195
79,79,1,beta,beta,human1,-4.1693854,12.709767,0.6724403500556946
80,80,1,beta,beta,human1,-5.0330086,12.385877,0.7556906342506409
81,81,1,beta,beta,human1,-4.126753,11.865527,0.8110617399215698
82,82,1,beta,beta,human1,-6.1870227,11.999941,0.6888071894645691
83,83,9,acinar,acinar,human1,12.2644005,5.777683,0.8047484159469604
84,84,13,activated_stellate,activated_stellate,human1,5.694084,15.51179,1.5242862701416016
85,85,12,delta,delta,human1,1.624307,11.416498,0.7249497175216675
86,86,12,delta,delta,human1,1.1363516,11.130835,0.7069399952888489
87,87,1,beta,beta,human1,-6.541805,11.527936,0.6312235593795776
88,88,1,beta,beta,human1,-1.8391956,12.024935,1.1527013778686523
89,89,1,beta,beta,human1,-4.641571,11.928294,0.7316355109214783
90,90,1,beta,beta,human1,-7.046175,11.040363,0.7239780426025391
91,91,1,beta,beta,human1,-4.833731,11.580917,0.6634870171546936
92,92,1,beta,beta,human1,-5.120584,13.000766,0.7646790742874146
93,93,1,beta,beta,human1,-5.8555546,11.085415,1.0301569700241089
94,94,1,beta,beta,human1,-4.0798526,11.771393,0.7501150369644165
95,95,1,beta,beta,human1,-1.7392861,12.091652,1.4917877912521362
96,96,1,beta,beta,human1,-4.3130693,12.44392,1.005265474319458
97,97,12,delta,delta,human1,2.2509234,11.050509,0.9540913105010986
98,98,12,delta,delta,human1,1.0106552,10.845488,0.929763674736023
99,99,1,beta,beta,human1,-5.0880084,12.43968,0.5913417339324951
100,100,12,delta,delta,human1,2.5434172,10.83936,0.8374493718147278
101,101,7,alpha,alpha,human1,-0.49097157,1.8103456,0.4543926417827606
102,102,7,alpha,alpha,human1,-0.17998813,-0.6779583,0.5114198327064514
103,103,12,delta,delta,human1,1.7153313,11.219227,0.742260754108429
104,104,1,beta,beta,human1,-5.280215,12.593984,0.6039228439331055
105,105,1,beta,beta,human1,-3.3293715,12.043747,0.5142070651054382
106,106,1,beta,beta,human1,-2.1690047,11.905714,1.2250075340270996
107,107,1,beta,beta,human1,-5.957746,11.295842,0.5191917419433594
108,108,9,acinar,acinar,human1,12.354225,5.806571,0.735672652721405
109,109,12,delta,delta,human1,1.1245933,11.262881,1.22574782371521
110,110,1,beta,beta,human1,-5.170693,12.42759,0.9098691940307616
111,111,1,beta,beta,human1,-2.6019292,11.822798,0.609656035900116
112,112,12,delta,delta,human1,1.7220509,11.201044,0.864855170249939
113,113,1,beta,beta,human1,-3.573051,11.775801,0.6990082859992981
114,114,1,beta,beta,human1,-4.2499976,12.010664,0.6131215691566467
115,115,1,beta,beta,human1,-5.1338964,12.307803,0.5830574631690979
116,116,12,delta,delta,human1,1.8485249,10.976791,0.780005156993866
117,117,1,beta,beta,human1,-4.3866673,12.776505,0.641380250453949
118,118,12,delta,delta,human1,2.5788548,10.825322,0.7534120678901672
119,119,1,beta,beta,human1,-4.897896,12.940078,0.6754701137542725
120,120,1,beta,beta,human1,-4.0829706,12.670858,0.5227452516555786
121,121,1,beta,beta,human1,-4.1021895,10.867097,0.6453946828842163
122,122,12,epsilon,delta,human1,2.4327855,11.146925,1.172715187072754
123,123,1,beta,beta,human1,-4.494958,12.369959,0.6994441151618958
124,124,1,beta,beta,human1,-4.0753922,12.850755,0.8841696381568909
125,125,1,beta,beta,human1,-6.4586945,11.110177,0.5953612327575684
126,126,7,delta,alpha,human1,-0.7651067,0.5777308,0.8176059722900391
127,127,1,beta,beta,human1,-3.5454018,11.711615,0.8022359013557434
128,128,12,delta,delta,human1,1.6104265,11.1852865,0.6716198325157166
129,129,1,beta,beta,human1,-4.4427457,12.178241,0.5982916355133057
130,130,2,alpha,gamma,human1,-0.7143436,-1.7096359,0.4570163488388061
131,131,7,alpha,alpha,human1,-0.21743917,2.157775,0.6247430443763733
132,132,1,beta,beta,human1,-5.5338545,12.046492,0.8666478991508484
133,133,9,acinar,acinar,human1,12.216304,5.9171205,0.6616236567497253
134,134,7,alpha,alpha,human1,-0.25534573,0.15488762,0.488847404718399
135,135,1,beta,beta,human1,-4.4022665,12.455257,1.618762731552124
136,136,1,beta,beta,human1,-5.5112166,12.727213,0.6046506762504578
137,137,2,alpha,gamma,human1,-0.4438718,-1.562165,0.4832328259944916
138,138,1,beta,beta,human1,-3.9171326,11.89176,0.5910406112670898
139,139,12,delta,delta,human1,0.66602516,11.075002,0.8296985626220703
140,140,1,beta,beta,human1,-1.9384929,11.973691,0.8124275803565979
141,141,1,beta,beta,human1,-4.728717,12.350933,0.5252875685691833
142,142,1,beta,beta,human1,-5.3909254,11.985711,0.5146700143814087
143,143,1,beta,beta,human1,-5.150078,12.2709,0.9465471506118774
144,144,1,beta,beta,human1,-4.949782,12.024535,0.5834466814994812
145,145,12,delta,delta,human1,1.5918491,10.925829,0.6689594984054565
146,146,1,beta,beta,human1,-1.9392564,12.000468,0.6520686745643616
147,147,5,ductal,ductal,human1,13.005663,-7.1080713,1.1663092374801636
148,148,5,ductal,ductal,human1,13.062098,-7.097912,1.3254057168960571
149,149,1,beta,beta,human1,-3.973108,11.274083,0.7658123970031738
150,150,1,beta,beta,human1,-3.1645234,11.22828,1.3153778314590454
151,151,1,beta,beta,human1,-5.5386214,11.916192,0.7482761740684509
152,152,1,beta,beta,human1,-4.406051,12.207295,0.6091739535331726
153,153,12,delta,delta,human1,1.7112471,11.234036,0.6922093629837036
154,154,1,beta,beta,human1,-3.4287782,12.161346,0.6115050315856934
155,155,13,activated_stellate,activated_stellate,human1,5.6822643,15.538908,1.56457257270813
156,156,1,beta,beta,human1,-4.918528,12.41531,0.5456439256668091
157,157,1,beta,beta,human1,-3.4612584,10.631859,0.7986131906509399
158,158,7,alpha,alpha,human1,-0.005007593,1.954073,0.5792019367218018
159,159,1,beta,beta,human1,-6.1775103,11.408421,0.7938809394836426
160,160,2,alpha,gamma,human1,-0.5089808,-1.4265167,0.7138888239860535
161,161,1,beta,beta,human1,-4.2582574,11.977678,0.519942045211792
162,162,12,gamma,delta,human1,-4.6595592,-0.8053908,1.048538327217102
163,163,1,beta,beta,human1,-3.440811,12.250418,0.5685548782348633
164,164,1,beta,beta,human1,-3.412186,11.614539,0.5884495377540588
165,165,1,beta,beta,human1,-3.6240406,10.547101,0.8854427337646484
166,166,1,beta,beta,human1,-1.7749509,12.06534,1.2646676301956177
167,167,1,beta,beta,human1,-4.740986,12.767493,0.5076301097869873
168,168,1,beta,beta,human1,-5.569017,12.539758,0.5571594834327698
169,169,1,beta,beta,human1,-4.1421695,11.604588,0.5500273108482361
170,170,9,acinar,acinar,human1,12.07209,6.5181017,0.6397787928581238
171,171,1,beta,beta,human1,-1.7557516,12.080419,1.0210002660751345
172,172,9,acinar,acinar,human1,12.385346,5.728923,0.8447291254997253
173,173,1,beta,beta,human1,-5.6226377,12.545959,0.5474628806114197
174,174,1,beta,beta,human1,-3.945519,12.354576,0.8271082639694214
175,175,1,beta,beta,human1,-3.9822607,12.525082,0.6156486868858337
176,176,9,acinar,acinar,human1,12.028315,6.482594,1.0935359001159668
177,177,12,delta,delta,human1,2.0858972,11.344733,0.7309202551841736
178,178,1,beta,beta,human1,-6.2567606,11.54085,0.6162479519844055
179,179,12,delta,delta,human1,2.2595508,11.288082,0.774328887462616
180,180,1,beta,beta,human1,-5.562274,12.449776,0.6163815855979919
181,181,9,acinar,acinar,human1,12.268711,5.913682,0.8952938318252563
182,182,7,alpha,alpha,human1,-0.2649992,1.4745272,0.5141385793685913
183,183,1,beta,beta,human1,-3.7188823,12.69499,0.526324450969696
184,184,7,alpha,alpha,human1,-0.49912405,1.6217752,0.5459664463996887
185,185,1,beta,beta,human1,-4.314565,12.438418,0.9906156063079834
186,186,7,alpha,alpha,human1,-0.017987369,-0.6456493,0.4524542689323425
187,187,6,endothelial,endothelial,human1,1.9813756,16.188131,1.887261152267456
188,188,1,beta,beta,human1,-3.579865,12.231332,1.668449640274048
189,189,1,beta,beta,human1,-4.506224,12.834834,0.5633437633514404
190,190,2,alpha,gamma,human1,0.17949203,-3.0669205,0.7459557056427002
191,191,12,delta,delta,human1,1.0336658,11.231654,0.9346941709518432
192,192,1,beta,beta,human1,-3.5302503,12.12383,0.6824506521224976
193,193,1,beta,beta,human1,-4.512458,12.186892,0.5685524344444275
194,194,12,delta,delta,human1,1.8704548,11.339679,0.7381277680397034
195,195,1,beta,beta,human1,-5.2209682,12.343221,0.5134667754173279
196,196,12,gamma,delta,human1,-4.7685227,-0.37439352,1.2013206481933594
197,197,2,alpha,gamma,human1,-0.15584545,-1.3484025,0.6537107825279236
198,198,1,beta,beta,human1,-5.0817795,12.476421,0.5083858370780945
199,199,1,beta,beta,human1,-5.0034537,12.699834,0.6877010464668274
200,200,12,delta,delta,human1,1.8724698,11.352878,0.6994752287864685
201,201,7,alpha,alpha,human1,0.100673996,-0.5275767,0.5517749190330505
202,202,4,ductal,epsilon,human1,10.82271,-7.7130537,1.4177874326705933
203,203,1,beta,beta,human1,-5.169332,12.29672,0.5146032571792603
204,204,7,alpha,alpha,human1,-0.38050696,1.9642714,0.5264688730239868
205,205,1,beta,beta,human1,-6.1169353,12.336756,0.6531484723091125
206,206,4,ductal,epsilon,human1,11.013065,-7.605785,1.219443440437317
207,207,7,alpha,alpha,human1,-0.13372633,-0.7209192,0.622294545173645
208,208,4,ductal,epsilon,human1,12.248634,-7.205503,1.0471762418746948
209,209,1,beta,beta,human1,-5.031849,12.804319,0.6589269042015076
210,210,1,beta,beta,human1,-5.2680035,12.05452,0.7477558255195618
211,211,7,alpha,alpha,human1,-0.014095451,-0.8128633,0.4748291671276092
212,212,1,beta,beta,human1,-4.9327235,12.8177185,0.6665996313095093
213,213,1,beta,beta,human1,-3.7558136,12.772271,0.5639277100563049
214,214,3,quiescent_stellate,quiescent_stellate,human1,5.5499816,16.751743,2.1961796283721924
215,215,4,ductal,epsilon,human1,11.696681,-7.402727,0.9727765917778016
216,216,5,ductal,ductal,human1,12.29958,-9.484927,3.055040121078491
217,217,3,endothelial,quiescent_stellate,human1,5.9022174,16.50098,2.699530839920044
218,218,13,activated_stellate,activated_stellate,human1,6.0142803,15.421193,1.64512836933136
219,219,1,beta,beta,human1,-3.9888206,12.503798,0.5981772541999817
220,220,12,delta,delta,human1,2.2049308,11.104041,1.0902197360992432
221,221,12,gamma,delta,human1,-4.7995296,-0.89426017,1.1477696895599363
222,222,1,beta,beta,human1,-5.1661596,12.914148,0.6339152455329895
223,223,1,beta,beta,human1,-3.737762,10.689386,0.9586660861968994
224,224,1,beta,beta,human1,-6.1594276,11.393249,0.5590907335281372
225,225,2,alpha,gamma,human1,-0.46726468,-1.5120342,0.449999988079071
226,226,1,beta,beta,human1,-4.212578,11.884226,0.5645454525947571
227,227,1,beta,beta,human1,-5.5986624,12.646367,0.5245779752731323
228,228,12,delta,delta,human1,1.7434076,10.844587,0.8824142813682556
229,229,5,ductal,ductal,human1,13.279904,-8.01525,0.956750988960266
230,230,1,beta,beta,human1,-5.140021,12.268293,0.5910899639129639
231,231,12,delta,delta,human1,1.7265024,11.451423,1.0210037231445312
232,232,12,delta,delta,human1,1.7338005,11.285739,0.7147865891456604
233,233,1,beta,beta,human1,-4.60179,12.263514,0.6303430199623108
234,234,12,delta,delta,human1,2.1569557,11.31147,0.7316262722015381
235,235,1,beta,beta,human1,-4.7552533,10.473554,0.9086835384368896
236,236,13,activated_stellate,activated_stellate,human1,5.681825,15.536468,1.7786848545074463
237,237,1,beta,beta,human1,-3.8729436,11.270843,0.6459298729896545
238,238,1,beta,beta,human1,-4.8029847,12.089649,0.5158449411392212
239,239,12,delta,delta,human1,1.7553079,11.25304,1.482014298439026
240,240,1,beta,beta,human1,-6.039658,11.733734,0.5581212043762207
241,241,3,quiescent_stellate,quiescent_stellate,human1,5.5436745,17.05823,1.4892607927322388
242,242,1,beta,beta,human1,-3.9798968,12.777249,0.7536505460739136
243,243,9,acinar,acinar,human1,12.046584,6.4682145,0.7437713742256165
244,244,7,alpha,alpha,human1,0.30332673,0.31354707,0.449999988079071
245,245,12,delta,delta,human1,2.288032,11.258337,0.858144223690033
246,246,1,beta,beta,human1,-6.1326995,12.331857,0.6098607778549194
247,247,2,alpha,gamma,human1,-0.7806211,-1.6861993,0.449999988079071
248,248,1,beta,beta,human1,-3.9062364,12.41238,0.5462221503257751
249,249,6,endothelial,endothelial,human1,2.4573095,16.625315,1.6605119705200195
250,250,12,delta,delta,human1,2.416906,10.984294,0.9783389568328856
251,251,12,delta,delta,human1,1.9915934,10.714185,0.8799316883087158
252,252,1,beta,beta,human1,-4.787658,11.370824,0.906551718711853
253,253,1,beta,beta,human1,-5.8214645,12.125485,0.7919471859931946
254,254,12,delta,delta,human1,1.499154,11.113639,0.8202844262123108
255,255,12,gamma,delta,human1,-4.8981147,-0.6445656,0.988788902759552
256,256,7,alpha,alpha,human1,-0.26768744,2.0149384,0.4564442932605743
257,257,1,beta,beta,human1,-3.7858324,12.559237,0.67573481798172
258,258,1,beta,beta,human1,-4.7030153,12.391816,0.5521582365036011
259,259,1,beta,beta,human1,-4.5001125,12.410982,0.5766846537590027
260,260,5,ductal,ductal,human1,13.610779,-8.02678,1.5370887517929075
261,261,12,delta,delta,human1,2.1741197,11.239402,0.8599974513053894
262,262,2,alpha,gamma,human1,-0.38069752,-1.484141,0.4610668420791626
263,263,1,beta,beta,human1,-4.602,12.474767,0.6090804934501648
264,264,12,gamma,delta,human1,-5.1005144,-1.1338936,1.3699332475662231
265,265,1,beta,beta,human1,-4.17636,11.728981,0.6592763662338257
266,266,1,beta,beta,human1,-3.767934,12.331015,0.6378933787345886
267,267,1,beta,beta,human1,-6.2863064,12.133338,0.6115087270736694
268,268,3,quiescent_stellate,quiescent_stellate,human1,5.7454085,17.05759,1.720983624458313
269,269,7,alpha,alpha,human1,-0.53899807,1.3767818,0.5095422863960266
270,270,12,delta,delta,human1,1.8756958,10.760011,0.708773136138916
271,271,2,alpha,gamma,human1,-0.6262028,-1.7220756,0.655290424823761
272,272,6,endothelial,endothelial,human1,2.5603268,16.05968,2.278742790222168
273,273,7,alpha,alpha,human1,-0.2011003,2.1929574,0.4511666297912597
274,274,12,delta,delta,human1,2.4065754,11.15536,0.8368900418281555
275,275,1,beta,beta,human1,-4.763306,12.743857,0.5002803206443787
276,276,12,gamma,delta,human1,-5.1153274,-0.90817547,1.041835069656372
277,277,4,ductal,epsilon,human1,12.021119,-7.3044033,1.0335023403167725
278,278,7,alpha,alpha,human1,-0.28308675,-0.45961678,0.4608882963657379
279,279,7,alpha,alpha,human1,0.4005788,2.2445052,1.4175472259521484
280,280,12,delta,delta,human1,0.8516184,11.234192,1.0166034698486328
281,281,1,beta,beta,human1,-4.893446,11.989333,0.5980425477027893
282,282,1,beta,beta,human1,-4.8615475,11.355836,0.5578668713569641
283,283,5,ductal,ductal,human1,13.080811,-7.2434406,1.0582691431045532
284,284,7,alpha,alpha,human1,0.06700018,-0.60102755,0.4672167599201202
285,285,1,beta,beta,human1,-4.4337635,11.842086,0.7474482655525208
286,286,12,delta,delta,human1,1.7300459,11.326596,0.9662100076675416
287,287,8,macrophage,macrophage,human1,-1.5364279,3.81779,2.2918622493743896
288,288,6,endothelial,endothelial,human1,2.3069,16.471842,2.7465412616729736
289,289,1,beta,beta,human1,-6.3980913,11.264474,0.6333316564559937
290,290,1,beta,beta,human1,-6.9227753,11.217362,0.6182289123535156
291,291,1,beta,beta,human1,-2.3265905,11.792019,0.6280630826950073
292,292,1,beta,beta,human1,-1.8739173,12.004722,1.0546774864196775
293,293,1,beta,beta,human1,-5.7417912,12.39409,0.5468288660049438
294,294,1,beta,beta,human1,-4.528356,12.671561,0.8525964617729187
295,295,1,beta,beta,human1,-6.366799,11.756947,0.5413544774055481
296,296,1,beta,beta,human1,-4.1174264,11.775114,1.605064034461975
297,297,1,beta,beta,human1,-5.068065,12.733124,0.5693391561508179
298,298,1,beta,beta,human1,-4.259115,12.373535,0.6028493046760559
299,299,1,beta,beta,human1,-4.996089,10.119946,1.0379465818405151
300,300,12,gamma,delta,human1,-4.758541,-0.8153801,1.0110840797424316
301,301,6,endothelial,endothelial,human1,2.9609003,16.38553,1.9539765119552608
302,302,1,beta,beta,human1,-3.5810156,12.542887,0.5695444941520691
303,303,1,beta,beta,human1,-3.4184487,12.101364,0.6988308429718018
304,304,1,beta,beta,human1,-2.6437743,11.882726,0.8330852389335632
305,305,12,delta,delta,human1,1.6895058,11.436342,0.8213658332824707
306,306,1,beta,beta,human1,-5.440123,12.223452,0.5386912226676941
307,307,12,gamma,delta,human1,-4.845849,-0.5153353,1.0120259523391724
308,308,12,epsilon,delta,human1,3.1272683,10.9651375,1.864218831062317
309,309,12,delta,delta,human1,1.7539307,11.175706,0.6860847473144531
310,310,1,beta,beta,human1,-4.3921065,11.119675,0.6434463262557983
311,311,1,beta,beta,human1,-5.114845,11.213034,0.544377863407135
312,312,12,gamma,delta,human1,-4.906735,-0.65415853,1.000401735305786
313,313,1,beta,beta,human1,-3.9605992,11.9161215,0.6977688074111938
314,314,12,beta,delta,human1,3.0473197,10.954487,1.8186193704605105
315,315,1,beta,beta,human1,-3.7224278,12.4395685,0.6343348622322083
316,316,1,beta,beta,human1,-3.786607,12.696726,0.5560722947120667
317,317,1,beta,beta,human1,-4.1814017,12.243899,0.7422675490379333
318,318,6,endothelial,endothelial,human1,2.0337594,16.222115,1.541059136390686
319,319,1,beta,beta,human1,-3.8862553,12.434548,0.5728863477706909
320,320,12,delta,delta,human1,0.9059939,11.257625,0.8678818345069885
321,321,2,alpha,gamma,human1,0.037567906,-2.4015152,0.5310982465744019
322,322,12,epsilon,delta,human1,3.1623335,10.959089,2.5147705078125
323,323,2,alpha,gamma,human1,-0.17880282,-1.4262438,0.482644647359848
324,324,3,quiescent_stellate,quiescent_stellate,human1,5.77659,17.173704,1.8202768564224243
325,325,7,alpha,alpha,human1,-1.1234934,1.2180985,0.7119421362876892
326,326,2,alpha,gamma,human1,-0.15391298,-1.0780467,0.5050458908081055
327,327,1,beta,beta,human1,-5.8789062,12.181268,0.5425320863723755
328,328,1,beta,beta,human1,-3.4704063,12.120856,0.7705628275871277
329,329,5,ductal,ductal,human1,12.334012,-9.70138,3.1884591579437256
330,330,1,beta,beta,human1,-2.1435103,11.809523,1.2804094552993774
331,331,7,alpha,alpha,human1,-0.31153783,1.5607938,0.5439972877502441
332,332,1,beta,beta,human1,-3.7339575,12.672385,0.5547407269477844
333,333,7,alpha,alpha,human1,-0.38286293,2.0347173,0.4630445837974548
334,334,1,beta,beta,human1,-3.4459703,12.119443,1.077241063117981
335,335,1,beta,beta,human1,-2.044416,11.881085,1.2640095949172974
336,336,12,delta,delta,human1,0.6070473,10.981661,0.8433824777603149
337,337,12,delta,delta,human1,1.4285926,11.0088625,1.0493803024291992
338,338,1,beta,beta,human1,-6.0254016,12.568478,0.5490947961807251
339,339,1,beta,beta,human1,-2.2052734,11.837723,1.0706853866577148
340,340,1,beta,beta,human1,-4.257575,12.489304,0.8728100657463074
341,341,4,ductal,epsilon,human1,11.911174,-9.965926,3.214996814727783
342,342,9,acinar,acinar,human1,12.310083,6.043931,0.8900150656700134
343,343,1,beta,beta,human1,-6.503815,12.092042,0.5806387066841125
344,344,1,alpha,beta,human1,-4.666083,11.207512,1.6315876245498655
345,345,1,beta,beta,human1,-4.9831867,12.554733,0.5773187875747681
346,346,1,beta,beta,human1,-6.0998855,11.626209,0.5891925096511841
347,347,7,alpha,alpha,human1,-0.24620463,1.6091967,0.449999988079071
348,348,1,beta,beta,human1,-4.2324724,12.638052,0.5362583994865417
349,349,3,quiescent_stellate,quiescent_stellate,human1,5.809753,17.057005,1.571494221687317
350,350,1,beta,beta,human1,-5.420916,12.4935465,0.5313962697982788
351,351,12,gamma,delta,human1,-1.0224,0.43206552,1.7469825744628906
352,352,1,beta,beta,human1,-4.646213,12.595836,0.693339467048645
353,353,12,gamma,delta,human1,-4.7842445,-0.48599818,0.9875470995903016
354,354,6,endothelial,endothelial,human1,2.121401,16.414953,1.6812108755111694
355,355,1,beta,beta,human1,-3.617124,12.303883,0.8328816890716553
356,356,2,alpha,gamma,human1,-0.12470967,-1.0466522,0.4566100537776947
357,357,12,schwann,delta,human1,4.376017,15.12789,4.189763069152832
358,358,1,beta,beta,human1,-5.7576222,12.375447,0.6337612271308899
359,359,3,quiescent_stellate,quiescent_stellate,human1,5.2438464,17.30739,1.5530216693878174
360,360,6,endothelial,endothelial,human1,2.0186946,16.247498,1.530887007713318
361,361,12,gamma,delta,human1,-5.1655912,-1.0534844,1.445473313331604
362,362,1,beta,beta,human1,-3.9230242,12.758206,0.6219945549964905
363,363,1,beta,beta,human1,-4.388916,12.184183,0.6250771284103394
364,364,2,alpha,gamma,human1,-0.4461504,-2.1609728,0.469208151102066
365,365,2,alpha,gamma,human1,-0.4139257,-0.8376211,0.4533148407936096
366,366,12,gamma,delta,human1,-4.7845025,-0.5380012,0.9995319843292236
367,367,1,beta,beta,human1,-6.823509,11.0504265,0.5137407779693604
368,368,1,beta,beta,human1,-2.1184793,11.813308,0.9002546668052673
369,369,12,delta,delta,human1,1.2573125,10.999124,0.8936250805854797
370,370,9,acinar,acinar,human1,12.186682,6.0160155,0.6385834217071533
371,371,9,acinar,acinar,human1,12.27961,6.6249385,0.7220585346221924
372,372,12,gamma,delta,human1,-4.8385315,-0.75474846,1.0373910665512085
373,373,4,ductal,epsilon,human1,11.589668,-7.5853686,1.08954119682312
374,374,5,ductal,ductal,human1,13.187689,-7.207547,1.2121155261993408
375,375,1,endothelial,beta,human1,2.5590434,15.812263,2.4445903301239014
376,376,12,delta,delta,human1,2.1095173,11.282344,0.8877295255661011
377,377,1,beta,beta,human1,-5.46659,12.1198225,1.0844005346298218
378,378,1,beta,beta,human1,-6.752485,11.896854,0.6594365835189819
379,379,6,endothelial,endothelial,human1,1.8157601,16.348555,1.9907621145248413
