cell_index,cell_id,predicted_label,true_label,aligned_predicted_label,batch,umap_1,umap_2,scraw_reconstruction_weight
105,105,4,beta,beta,human1,10.47769,-1.8858964,0.5142070651054382
106,106,8,beta,delta,human1,8.773807,1.1061863,1.2250075340270996
107,107,4,beta,beta,human1,10.990018,-2.912999,0.5191917419433594
108,108,5,acinar,acinar,human1,-0.16538516,13.104578,0.735672652721405
109,109,8,delta,delta,human1,6.593699,4.791878,1.22574782371521
110,110,4,beta,beta,human1,9.06302,-2.3292758,0.9098691940307616
111,111,4,beta,beta,human1,9.087093,-1.5578605,0.609656035900116
112,112,8,delta,delta,human1,7.075657,4.704245,0.864855170249939
113,113,4,beta,beta,human1,10.233516,-2.083911,0.6990082859992981
114,114,4,beta,beta,human1,9.960663,-1.786547,0.6131215691566467
115,115,4,beta,beta,human1,9.104098,-2.3834686,0.5830574631690979
116,116,8,delta,delta,human1,7.0533824,4.9294224,0.780005156993866
117,117,4,beta,beta,human1,9.892878,-2.089084,0.641380250453949
118,118,8,delta,delta,human1,7.4016128,4.623564,0.7534120678901672
119,119,4,beta,beta,human1,10.704567,-3.411157,0.6754701137542725
120,120,4,beta,beta,human1,9.673214,-2.5027285,0.5227452516555786
121,121,4,beta,beta,human1,10.344246,-0.98234963,0.6453946828842163
122,122,8,epsilon,delta,human1,6.7021174,4.294959,1.172715187072754
123,123,4,beta,beta,human1,9.580739,-2.6721964,0.6994441151618958
124,124,4,beta,beta,human1,9.577214,-1.4291165,0.8841696381568909
125,125,4,beta,beta,human1,11.23084,-2.8321004,0.5953612327575684
126,126,0,delta,alpha,human1,8.230828,8.040705,0.8176059722900391
127,127,4,beta,beta,human1,8.943365,-0.46827734,0.8022359013557434
128,128,8,delta,delta,human1,6.555998,4.247496,0.6716198325157166
129,129,4,beta,beta,human1,9.617013,-2.6067293,0.5982916355133057
130,130,0,alpha,alpha,human1,10.956688,9.169745,0.4570163488388061
131,131,0,alpha,alpha,human1,8.676749,10.024528,0.6247430443763733
132,132,4,beta,beta,human1,10.81678,-3.2944567,0.8666478991508484
133,133,5,acinar,acinar,human1,-1.8332431,12.325472,0.6616236567497253
134,134,0,alpha,alpha,human1,10.773897,10.532657,0.488847404718399
135,135,4,beta,beta,human1,9.513318,-1.8465708,1.618762731552124
136,136,4,beta,beta,human1,11.790437,-3.498744,0.6046506762504578
137,137,0,alpha,alpha,human1,10.952731,9.525161,0.4832328259944916
138,138,4,beta,beta,human1,10.152996,-2.8564541,0.5910406112670898
139,139,8,delta,delta,human1,7.326897,4.2203236,0.8296985626220703
140,140,4,beta,beta,human1,8.812729,0.08026575,0.8124275803565979
141,141,4,beta,beta,human1,10.106609,-2.8112519,0.5252875685691833
142,142,4,beta,beta,human1,8.969504,-1.7196711,0.5146700143814087
143,143,4,beta,beta,human1,8.729582,-0.7406647,0.9465471506118774
144,144,4,beta,beta,human1,10.602403,-2.6857965,0.5834466814994812
145,145,8,delta,delta,human1,6.893893,4.6536717,0.6689594984054565
146,146,4,beta,beta,human1,10.219919,-1.8233693,0.6520686745643616
147,147,9,ductal,ductal,human1,-1.9577373,19.521452,1.1663092374801636
148,148,9,ductal,ductal,human1,-1.935973,19.062948,1.3254057168960571
149,149,4,beta,beta,human1,8.541153,-1.1302595,0.7658123970031738
150,150,4,beta,beta,human1,9.250626,-0.3523794,1.3153778314590454
151,151,4,beta,beta,human1,11.514061,-2.919038,0.7482761740684509
152,152,4,beta,beta,human1,9.737405,-2.4329739,0.6091739535331726
153,153,8,delta,delta,human1,6.617091,4.229791,0.6922093629837036
154,154,4,beta,beta,human1,9.120329,-1.3843262,0.6115050315856934
155,155,3,activated_stellate,activated_stellate,human1,-11.770112,1.180466,1.56457257270813
156,156,4,beta,beta,human1,9.479469,-2.563888,0.5456439256668091
157,157,4,beta,beta,human1,9.849861,-1.9069339,0.7986131906509399
158,158,0,alpha,alpha,human1,9.920839,10.878787,0.5792019367218018
159,159,4,beta,beta,human1,11.540734,-2.9416976,0.7938809394836426
160,160,0,alpha,alpha,human1,10.972836,9.058975,0.7138888239860535
161,161,4,beta,beta,human1,9.870588,-2.795086,0.519942045211792
162,162,8,gamma,delta,human1,8.483179,6.7063937,1.048538327217102
163,163,4,beta,beta,human1,9.362444,-1.4371536,0.5685548782348633
164,164,8,beta,delta,human1,8.494592,-0.15016982,0.5884495377540588
165,165,8,beta,delta,human1,8.638438,0.4703271,0.8854427337646484
166,166,8,beta,delta,human1,9.32794,1.0430425,1.2646676301956177
167,167,4,beta,beta,human1,9.097603,-2.578046,0.5076301097869873
168,168,4,beta,beta,human1,10.491361,-3.265974,0.5571594834327698
169,169,4,beta,beta,human1,9.95126,-1.333103,0.5500273108482361
170,170,5,acinar,acinar,human1,-1.6822076,12.290145,0.6397787928581238
171,171,8,beta,delta,human1,8.572293,1.1142211,1.0210002660751345
172,172,5,acinar,acinar,human1,-1.8981781,12.834033,0.8447291254997253
173,173,4,beta,beta,human1,10.076531,-2.75051,0.5474628806114197
174,174,4,beta,beta,human1,9.643825,-2.2565725,0.8271082639694214
175,175,4,beta,beta,human1,9.006555,-1.7133305,0.6156486868858337
176,176,5,acinar,acinar,human1,-1.4787065,12.240244,1.0935359001159668
177,177,8,delta,delta,human1,6.4537816,4.5780287,0.7309202551841736
178,178,4,beta,beta,human1,10.712334,-3.0015616,0.6162479519844055
179,179,8,delta,delta,human1,6.231226,4.7787633,0.774328887462616
180,180,4,beta,beta,human1,9.202614,-2.7341647,0.6163815855979919
181,181,5,acinar,acinar,human1,-2.5204225,13.086125,0.8952938318252563
182,182,0,alpha,alpha,human1,9.7078085,10.013706,0.5141385793685913
183,183,4,beta,beta,human1,9.138279,-2.5277157,0.526324450969696
184,184,0,alpha,alpha,human1,9.6965475,9.399401,0.5459664463996887
185,185,4,beta,beta,human1,9.406589,-2.5870433,0.9906156063079834
186,186,0,alpha,alpha,human1,10.773248,9.631202,0.4524542689323425
187,187,13,endothelial,gamma,human1,-9.913264,-1.1301544,1.887261152267456
188,188,4,beta,beta,human1,8.8446245,-0.4345105,1.668449640274048
189,189,4,beta,beta,human1,9.832033,-2.7977982,0.5633437633514404
190,190,0,alpha,alpha,human1,12.886249,10.846389,0.7459557056427002
191,191,8,delta,delta,human1,6.89377,4.769826,0.9346941709518432
192,192,4,beta,beta,human1,8.529196,-1.3617995,0.6824506521224976
193,193,4,beta,beta,human1,10.54596,-3.2550209,0.5685524344444275
194,194,8,delta,delta,human1,6.420803,4.4099655,0.7381277680397034
195,195,4,beta,beta,human1,10.192193,-2.907839,0.5134667754173279
196,196,8,gamma,delta,human1,7.94577,6.3803997,1.2013206481933594
197,197,0,alpha,alpha,human1,11.612912,9.923001,0.6537107825279236
198,198,4,beta,beta,human1,9.729051,-3.0339615,0.5083858370780945
199,199,4,beta,beta,human1,9.065019,-2.2145965,0.6877010464668274
200,200,8,delta,delta,human1,6.585105,4.5306063,0.6994752287864685
201,201,0,alpha,alpha,human1,11.754407,9.953186,0.5517749190330505
202,202,10,ductal,t_cell,human1,-3.832259,19.511713,1.4177874326705933
203,203,4,beta,beta,human1,10.499576,-3.282937,0.5146032571792603
204,204,0,alpha,alpha,human1,9.057497,9.983073,0.5264688730239868
205,205,4,beta,beta,human1,10.947206,-2.4823935,0.6531484723091125
206,206,10,ductal,t_cell,human1,-3.819527,19.316755,1.219443440437317
207,207,0,alpha,alpha,human1,11.158121,10.368834,0.622294545173645
208,208,9,ductal,ductal,human1,-2.8824017,19.428312,1.0471762418746948
209,209,4,beta,beta,human1,8.294077,-1.3112783,0.6589269042015076
210,210,4,beta,beta,human1,9.410919,-2.6462643,0.7477558255195618
211,211,0,alpha,alpha,human1,10.199279,9.505564,0.4748291671276092
212,212,4,beta,beta,human1,9.944067,-2.364258,0.6665996313095093
213,213,4,beta,beta,human1,9.039285,-2.143301,0.5639277100563049
214,214,12,quiescent_stellate,quiescent_stellate,human1,-12.308744,-0.22974904,2.1961796283721924
215,215,10,ductal,t_cell,human1,-3.4292455,20.09499,0.9727765917778016
216,216,9,ductal,ductal,human1,-1.7236513,18.557365,3.055040121078491
217,217,12,endothelial,quiescent_stellate,human1,-11.967989,-0.20115682,2.699530839920044
218,218,3,activated_stellate,activated_stellate,human1,-11.865904,1.1812767,1.64512836933136
219,219,4,beta,beta,human1,8.30813,-1.5168073,0.5981772541999817
220,220,8,delta,delta,human1,7.0016384,4.64946,1.0902197360992432
221,221,8,gamma,delta,human1,7.9880943,6.4173045,1.1477696895599363
222,222,4,beta,beta,human1,10.85272,-2.718284,0.6339152455329895
223,223,4,beta,beta,human1,8.723606,-0.13233173,0.9586660861968994
224,224,4,beta,beta,human1,9.717245,-2.571351,0.5590907335281372
225,225,0,alpha,alpha,human1,10.990828,9.04276,0.449999988079071
226,226,4,beta,beta,human1,9.201181,-2.630117,0.5645454525947571
227,227,4,beta,beta,human1,9.361012,-2.796169,0.5245779752731323
228,228,8,delta,delta,human1,7.258471,4.989502,0.8824142813682556
229,229,9,ductal,ductal,human1,-1.8866923,18.41036,0.956750988960266
230,230,4,beta,beta,human1,10.347732,-2.7541807,0.5910899639129639
231,231,8,delta,delta,human1,6.488092,4.7501974,1.0210037231445312
232,232,8,delta,delta,human1,6.5892076,4.283841,0.7147865891456604
233,233,4,beta,beta,human1,10.130962,-2.8277612,0.6303430199623108
234,234,8,delta,delta,human1,6.4187455,4.4539495,0.7316262722015381
235,235,4,beta,beta,human1,10.456064,-0.07904636,0.9086835384368896
236,236,3,activated_stellate,activated_stellate,human1,-11.572681,0.8958562,1.7786848545074463
237,237,4,beta,beta,human1,8.400391,-0.13655932,0.6459298729896545
238,238,4,beta,beta,human1,9.747131,-1.6370946,0.5158449411392212
239,239,8,delta,delta,human1,6.3925877,4.387664,1.482014298439026
240,240,4,beta,beta,human1,10.747826,-2.8951468,0.5581212043762207
241,241,12,quiescent_stellate,quiescent_stellate,human1,-12.31814,-0.55746007,1.4892607927322388
242,242,4,beta,beta,human1,9.427009,-2.8047104,0.7536505460739136
243,243,5,acinar,acinar,human1,-1.6371146,13.442287,0.7437713742256165
244,244,0,alpha,alpha,human1,11.296519,9.525408,0.449999988079071
245,245,8,delta,delta,human1,6.198112,4.9237466,0.858144223690033
246,246,4,beta,beta,human1,9.33231,-2.1444225,0.6098607778549194
247,247,0,alpha,alpha,human1,8.867814,8.245396,0.449999988079071
248,248,4,beta,beta,human1,9.185896,-2.6314073,0.5462221503257751
249,249,2,endothelial,endothelial,human1,-8.272014,-0.99349886,1.6605119705200195
250,250,8,delta,delta,human1,6.7729435,4.8104873,0.9783389568328856
251,251,8,delta,delta,human1,7.6560993,5.025972,0.8799316883087158
252,252,4,beta,beta,human1,9.954174,-2.6528459,0.906551718711853
253,253,4,beta,beta,human1,9.575802,-2.8004036,0.7919471859931946
254,254,8,delta,delta,human1,6.623086,4.2637925,0.8202844262123108
255,255,8,gamma,delta,human1,7.859675,6.331595,0.988788902759552
256,256,0,alpha,alpha,human1,9.169435,8.967526,0.4564442932605743
257,257,4,beta,beta,human1,8.794844,-1.6953421,0.67573481798172
258,258,4,beta,beta,human1,10.554021,-2.9598403,0.5521582365036011
259,259,4,beta,beta,human1,8.563448,-1.6732727,0.5766846537590027
260,260,9,ductal,ductal,human1,-1.7860105,18.519245,1.5370887517929075
261,261,8,delta,delta,human1,6.48096,5.0883827,0.8599974513053894
262,262,0,alpha,alpha,human1,10.953114,9.28321,0.4610668420791626
263,263,4,beta,beta,human1,10.278726,-2.826783,0.6090804934501648
264,264,8,gamma,delta,human1,7.899334,6.325808,1.3699332475662231
265,265,4,beta,beta,human1,10.513016,-2.9721475,0.6592763662338257
266,266,4,beta,beta,human1,8.151496,-1.2244141,0.6378933787345886
267,267,4,beta,beta,human1,11.834811,-3.4888642,0.6115087270736694
268,268,12,quiescent_stellate,quiescent_stellate,human1,-12.513144,-0.3824375,1.720983624458313
269,269,0,alpha,alpha,human1,8.964977,9.314838,0.5095422863960266
270,270,8,delta,delta,human1,6.752358,4.35104,0.708773136138916
271,271,0,alpha,alpha,human1,8.608779,8.283559,0.655290424823761
272,272,13,endothelial,gamma,human1,-9.960657,-1.1213259,2.278742790222168
273,273,0,alpha,alpha,human1,8.220724,9.094696,0.4511666297912597
274,274,8,delta,delta,human1,6.7934747,4.609957,0.8368900418281555
275,275,4,beta,beta,human1,8.8623085,-1.7778101,0.5002803206443787
276,276,8,gamma,delta,human1,8.062804,5.7147217,1.041835069656372
277,277,10,ductal,t_cell,human1,-3.0330172,19.70267,1.0335023403167725
278,278,0,alpha,alpha,human1,9.014649,8.836366,0.4608882963657379
279,279,0,alpha,alpha,human1,7.9844875,9.619162,1.4175472259521484
280,280,8,delta,delta,human1,7.0402293,4.96115,1.0166034698486328
281,281,4,beta,beta,human1,10.04692,-1.5383779,0.5980425477027893
282,282,4,beta,beta,human1,9.769886,-2.6651208,0.5578668713569641
283,283,9,ductal,ductal,human1,-1.9357287,18.92806,1.0582691431045532
284,284,0,alpha,alpha,human1,10.112259,9.289806,0.4672167599201202
285,285,4,beta,beta,human1,9.787312,-1.9906307,0.7474482655525208
286,286,8,delta,delta,human1,6.4320107,4.804831,0.9662100076675416
287,287,7,macrophage,macrophage,human1,22.30495,5.1442122,2.2918622493743896
288,288,2,endothelial,endothelial,human1,-9.293591,-0.62190443,2.7465412616729736
289,289,4,beta,beta,human1,10.048009,-2.3469515,0.6333316564559937
290,290,4,beta,beta,human1,10.690555,-3.2031393,0.6182289123535156
291,291,4,beta,beta,human1,8.199697,-0.27335864,0.6280630826950073
292,292,4,beta,beta,human1,8.638962,0.6451089,1.0546774864196775
293,293,4,beta,beta,human1,9.363047,-2.895716,0.5468288660049438
294,294,4,beta,beta,human1,9.517434,-2.5309095,0.8525964617729187
295,295,4,beta,beta,human1,9.611607,-2.4441216,0.5413544774055481
296,296,4,beta,beta,human1,9.494763,-1.0489682,1.605064034461975
297,297,4,beta,beta,human1,9.116444,-2.3215897,0.5693391561508179
298,298,4,beta,beta,human1,9.977605,-2.2615488,0.6028493046760559
299,299,4,beta,beta,human1,9.366544,-0.9464109,1.0379465818405151
300,300,0,gamma,alpha,human1,8.426847,6.765088,1.0110840797424316
301,301,13,endothelial,gamma,human1,-9.716001,-1.1721702,1.9539765119552608
302,302,4,beta,beta,human1,9.923054,-2.5112278,0.5695444941520691
303,303,4,beta,beta,human1,9.748761,-1.9986379,0.6988308429718018
304,304,8,beta,delta,human1,8.254617,0.23063697,0.8330852389335632
305,305,8,delta,delta,human1,6.3499722,4.5730543,0.8213658332824707
306,306,4,beta,beta,human1,9.183963,-2.6398337,0.5386912226676941
307,307,8,gamma,delta,human1,8.451284,6.0692563,1.0120259523391724
308,308,0,epsilon,alpha,human1,8.5630665,7.0957694,1.864218831062317
309,309,8,delta,delta,human1,6.5629826,4.3706083,0.6860847473144531
310,310,4,beta,beta,human1,10.020739,-2.1391046,0.6434463262557983
311,311,4,beta,beta,human1,10.503049,-3.2517493,0.544377863407135
312,312,8,gamma,delta,human1,7.852519,6.3673487,1.000401735305786
313,313,4,beta,beta,human1,9.425735,-1.5761396,0.6977688074111938
314,314,0,beta,alpha,human1,7.2330947,7.6100845,1.8186193704605105
315,315,4,beta,beta,human1,8.824279,-2.2498722,0.6343348622322083
316,316,4,beta,beta,human1,9.307591,-2.5630393,0.5560722947120667
317,317,4,beta,beta,human1,9.797429,-1.4327896,0.7422675490379333
318,318,2,endothelial,endothelial,human1,-8.575649,-1.0879949,1.541059136390686
319,319,4,beta,beta,human1,9.367512,-2.7155895,0.5728863477706909
320,320,8,delta,delta,human1,6.5309544,4.5825295,0.8678818345069885
321,321,0,alpha,alpha,human1,11.899619,9.806624,0.5310982465744019
322,322,8,epsilon,delta,human1,8.475373,6.8909464,2.5147705078125
323,323,0,alpha,alpha,human1,11.025827,9.079506,0.482644647359848
324,324,12,quiescent_stellate,quiescent_stellate,human1,-12.663478,-0.4828941,1.8202768564224243
325,325,0,alpha,alpha,human1,8.204444,8.243103,0.7119421362876892
326,326,0,alpha,alpha,human1,11.56343,9.880966,0.5050458908081055
327,327,4,beta,beta,human1,10.921236,-3.0796587,0.5425320863723755
328,328,4,beta,beta,human1,8.598368,-1.3262906,0.7705628275871277
329,329,9,ductal,ductal,human1,-1.6878943,18.476377,3.1884591579437256
330,330,8,beta,delta,human1,8.129754,1.5603545,1.2804094552993774
331,331,0,alpha,alpha,human1,8.035679,8.714645,0.5439972877502441
332,332,4,beta,beta,human1,9.155977,-1.6675835,0.5547407269477844
333,333,0,alpha,alpha,human1,8.497618,9.694814,0.4630445837974548
334,334,4,beta,beta,human1,8.694303,0.57963216,1.077241063117981
335,335,8,beta,delta,human1,8.025721,1.2215368,1.2640095949172974
336,336,8,delta,delta,human1,6.6310983,4.8611026,0.8433824777603149
337,337,8,delta,delta,human1,6.8204556,4.8610587,1.0493803024291992
338,338,4,beta,beta,human1,9.490221,-2.829184,0.5490947961807251
339,339,8,beta,delta,human1,8.566681,1.3161079,1.0706853866577148
340,340,4,beta,beta,human1,9.048672,-1.611843,0.8728100657463074
341,341,10,ductal,t_cell,human1,-3.7576747,20.194021,3.214996814727783
342,342,5,acinar,acinar,human1,-1.9877543,12.365503,0.8900150656700134
343,343,4,beta,beta,human1,10.847296,-2.9414318,0.5806387066841125
344,344,8,alpha,delta,human1,8.450947,5.8042803,1.6315876245498655
345,345,4,beta,beta,human1,10.813633,-3.0974681,0.5773187875747681
346,346,4,beta,beta,human1,10.195412,-2.9348836,0.5891925096511841
347,347,0,alpha,alpha,human1,8.751402,8.577345,0.449999988079071
348,348,4,beta,beta,human1,9.59656,-2.5244,0.5362583994865417
349,349,12,quiescent_stellate,quiescent_stellate,human1,-12.439649,-0.35361385,1.571494221687317
350,350,4,beta,beta,human1,9.954935,-2.8457139,0.5313962697982788
351,351,8,gamma,delta,human1,6.873849,5.6683817,1.7469825744628906
352,352,4,beta,beta,human1,9.609153,-1.8476217,0.693339467048645
353,353,8,gamma,delta,human1,7.889378,6.377293,0.9875470995903016
354,354,2,endothelial,endothelial,human1,-8.143786,-1.0344957,1.6812108755111694
355,355,4,beta,beta,human1,9.778294,-2.0827982,0.8328816890716553
356,356,0,alpha,alpha,human1,11.321058,9.709528,0.4566100537776947
357,357,8,schwann,delta,human1,-10.927434,-0.5209504,4.189763069152832
358,358,4,beta,beta,human1,9.337828,-2.8196135,0.6337612271308899
359,359,12,quiescent_stellate,quiescent_stellate,human1,-12.62371,-0.5512367,1.5530216693878174
360,360,2,endothelial,endothelial,human1,-9.085136,-1.0838842,1.530887007713318
361,361,8,gamma,delta,human1,7.750144,5.658371,1.445473313331604
362,362,4,beta,beta,human1,9.586563,-2.54349,0.6219945549964905
363,363,4,beta,beta,human1,9.322229,-2.6019826,0.6250771284103394
364,364,0,alpha,alpha,human1,10.669003,8.977264,0.469208151102066
365,365,0,alpha,alpha,human1,10.41168,8.661721,0.4533148407936096
366,366,8,gamma,delta,human1,7.8416877,6.3114285,0.9995319843292236
367,367,4,beta,beta,human1,10.667108,-2.920907,0.5137407779693604
368,368,8,beta,delta,human1,8.574478,0.8390499,0.9002546668052673
369,369,8,delta,delta,human1,7.0450315,4.8690033,0.8936250805854797
370,370,5,acinar,acinar,human1,-1.2094404,12.379984,0.6385834217071533
371,371,5,acinar,acinar,human1,-0.8934328,12.334017,0.7220585346221924
372,372,8,gamma,delta,human1,8.571137,6.438029,1.0373910665512085
373,373,1,ductal,epsilon,human1,-3.5920315,19.145136,1.08954119682312
374,374,9,ductal,ductal,human1,-1.5340083,18.39352,1.2121155261993408
375,375,13,endothelial,gamma,human1,-10.255638,-1.0222664,2.4445903301239014
376,376,8,delta,delta,human1,6.960464,4.935948,0.8877295255661011
377,377,4,beta,beta,human1,8.996362,-1.0989298,1.0844005346298218
378,378,4,beta,beta,human1,11.796754,-3.4375324,0.6594365835189819
379,379,2,endothelial,endothelial,human1,-7.9581056,-1.0691389,1.9907621145248413
380,380,0,alpha,alpha,human1,12.16048,10.270334,0.794389545917511
